Roll Number,Official School Name,website,Address 1,Address 2,Address 3,Address 4,County,Eircode,Phone,Email,Principal Name,DEIS (Y/N),School Gender - Post Primary,Pupil Attendance Type,Irish Classification - Post Primary,Gaeltacht Area Location (Y/N),Fee Paying School (Y/N),Ethos/Religion,Open/Closed Status,Total Girls,Total Boys,Total Pupils
65241N,St Josephs College,http://www.stjosephscollege.ie/,Borrisoleigh,Thurles,Co Tipperary,,Tipperary,E41WC99,50451215,office@stjosephscollege.ie,Ms Catheriona Ryan/kevin MCarthy Acting,N,Mixed,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,104,121,225
65270U,C.B.S.,,Carrick-On-Suir,Co Tipperary,,,Tipperary,E32P039,51640522,cbscarrickonsuir@eircom.net,MR. WILLIAM O'FARRELL,N,Boys,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,,294,294
65280A,Scoil Mhuire,,Greenhill,Carrick-On-Suir,Co Tipperary,,Tipperary,E32WN66,51640383,greenhill@eircom.net,MR. BRENDAN O'DWYER,N,Girls,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,433,,433
65300D,Rockwell College,http://www.rockwellcollege.ie/,Cashel,Co Tipperary,,,Tipperary,E25ED60,6261444,info@rockwellcollege.ie,MS. AUDREY O'BYRNE,N,Mixed,Mixed,No subjects taught through Irish,N,Y,CATHOLIC,Open,121,379,500
65320J,Árdscoil na mBráithre,http://www.erst.ie/our-schools/detail/ardscoil-na-mbraithre,Clonmel,Co Tipperary,,,Tipperary,E91AC03,526124459,accounts@cbshighschoolclonmel.ie,KAREN BRIDGET WHITE-STEENSON,N,Boys,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,,697,697
65330M,Loreto Secondary School,http://loretoclonmel.scoilnet.ie/,Coleville Rd.,Clonmel,Co Tipperary,,Tipperary,E91H273,526121402,reception@loretoclonmel.ie,MS. ANNE JOSEPHINE MCGRATH,N,Girls,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,524,,524
65340P,Presentation Secondary School,,Clonmel,Co Tipperary,,,Tipperary,E91HY49,526123587,principal@presclonmel.com,MRS. ETHEL REYNOLDS,N,Girls,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,454,,454
65350S,Patrician Presentation,http://fethardsecondaryschool.ie/index.html,Rocklow Rd.,Fethard,Co Tipperary,,Tipperary,E91NF88,526131572,ppssadmin@gmail.com,MR. PATRICK COFFEY,Y,Mixed,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,68,62,130
65370B,St. Joseph's C.B.S,http://www.cbsnenagh.com/,Summerhill,Nenagh,Co Tipperary,,Tipperary,E45F890,6734789,reception@cbsnenagh.com,MISS KAREN MOODY,N,Boys,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,,538,538
65380E,St Mary's Secondary School,http://stmarysnenagh.ie/,Nenagh,Co Tipperary,,,Tipperary,E45PX63,6731450,admin@stmarysnenagh.ie,MR. MICHAEL DINEEN,N,Girls,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,517,,517
65400H,St. Mary's Secondary School,http://www.smnewport.ie/,Newport,Co. Tipperary,,,Tipperary,V94RY18,61378344,admin@smnewport.ie,MR. KEVIN WILLIAM CUSACK,N,Mixed,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,262,263,525
65410K,Cistercian College,https://www.ccr.ie/,Roscrea,Co. Tipperary,,,Tipperary,E53DX37,50523344,info@ccr.ie,Gerard Greelish,N,Boys,Boarding,No subjects taught through Irish,N,Y,CATHOLIC,Open,,172,172
65440T,Our Ladys Secondary School,http://www.ourladystemplemore.ie/,Templemore,Co. Tipperary,,,Tipperary,E41EA48,50431299,office@ourladystemplemore.ie,MS. PATRICIA MARY HIGGINS,N,Mixed,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,242,313,555
65450W,C.B.S. Thurles,null,Rossa St,Thurles,Co Tipperary,,Tipperary,E41HX75,50422054,reception@cbsthurles.ie,MR. TIERNAN O'DONNELL,N,Boys,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,,671,671
65460C,Presentation Secondary School,http://www.presthurles.ie/,Thurles,Co Tipperary,,,Tipperary,E41DF34,50422291,thurlespressec@eircom.net,MRS. MARY COLLINS,N,Girls,Mixed,No subjects taught through Irish,N,N,CATHOLIC,Open,661,,661
65470F,Ursuline Secondary School,http://www.uct.ie/,Thurles,Co. Tipperary,,,Tipperary,E41E726,50422147,info@uct.ie,MISS MARY T BUTLER,N,Girls,Mixed,No subjects taught through Irish,N,N,CATHOLIC,Open,780,,780
65490L,The Abbey School,null,Station Road,Co. Tipperary,,,Tipperary,E34PD87,6252299,abbeyoffice@eircom.net,MR. JOHN KIELY,N,Boys,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,,414,414
65500L,St. Anne's Secondary School,http://stannesschool.ie/,Convent Of Mercy,Rosanna Road,Tipperary Town,,Tipperary,E34F210,6251747,stannesdp@gmail.com,MS. COLETTE TREACY,N,Girls,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,340,,340
72370P,Borrisokane Community College,http://www.borrisokanecc.ie/,Borrisokane,Co Tipperary,,,Tipperary,E45WC59,6727268,admin@borrisokanecc.ie,Mr. Matthew Carr,N,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,297,302,599
72400V,Comeragh College,http://www.comeraghcollege.ie/,Greenside,Carrick-On-Suir,,,Tipperary,E32AN26,51640131,office@comeraghcollege.ie,Mr Kevin Langton,Y,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,134,223,357
72420E,Central Technical Institute,http://www.cti-clonmel.ie/,Clonmel,Co Tipperary,,,Tipperary,E91K2E2,526121450,info@cti-clonmel.ie,Mr. Charlie McGeever,Y,Mixed,Day,Some pupils taught all subjects through Irish,N,N,INTER DENOMINATIONAL,Open,87,191,278
72430H,Scoil Ruain,http://www.rockwellcollege.ie/,Killenaule,Thurles,Co Tipperary,,Tipperary,E41XY95,529156332,scoilruain1@gmail.com,James Williams,Y,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,159,238,397
72440K,Nenagh Vocational School,http://www.nenaghcollege.ie/,Dromin Road,Nenagh,Co Tipperary,,Tipperary,E45VF51,6731525,mkennedy_1@tipperaryetb.ie,Mr. Damien Kennedy,N,Mixed,Day,Some pupils taught some subjects through Irish,N,N,INTER DENOMINATIONAL,Open,225,172,397
72450N,Newport College,null,Newport,Co Tipperary,,,Tipperary,V94A3W4,61378262,newportcollege@eircom.net,Ms. Clodagh Kelly,Y,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,76,95,171
72480W,St. Alibe's School,http://www.stailbes.ie/,Rosanna Road,Tipperary Town,,,Tipperary,E34H596,6251905,officeadmin@ailbes.com,Ruaidhri Devitt,Y,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,145,144,289
72490C,Coláiste Mhuire Co-Ed,https://cmco.scoilpac.com/,Castlemeadows,Thurles,Co Tipperary,,Tipperary,E41W678,50421734,colaistemhuire@gmail.com,Mr Denis Quinn,Y,Mixed,Day,Some pupils taught all subjects through Irish,N,N,INTER DENOMINATIONAL,Open,67,224,291
76063D,Colaiste Dun Iascaigh,http://www.colaisteduniascaigh.ie/,Cashel Road,Cahir,Co Tipperary,,Tipperary,E21NV38,527442828,info@colaisteduniascaigh.ie,Peter Creedon,N,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,297,365,662
76069P,Colaiste Phobáil Ros Cré,www.cpr.ie,Corville Rd,Roscrea,Co Tipperary,,Tipperary,E53V449,50523939,ColaistePhobal@tipperaryetb.ie,Mr. Michael O'Connor,N,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,284,292,576
91497A,Cashel Community School,http://www.cashelcommunityschool.ie/,Dualla Road,Cashel,Co Tipperary,,Tipperary,E25YT50,6261167,jga@cashelcommunityschool.ie,MR. JOHN GALLAGHER,N,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,393,445,838
64880T,Scoil na mBraithre,http://www.dungarvancbs.com/,Dungarvan,Co Waterford,,,Waterford,X35VW31,5841185,admin@dungarvancbs.com,MR. DANIEL SHEEHAN,N,Mixed,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,,333,333
64890W,St Augustines College,http://www.staugustines.ie/,Abbeyside,Dungarvan,Co Waterford,,Waterford,X35AH76,5841140,principal@staugustines.ie,MISS AILBHE NI NEACHTAIN,N,Mixed,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,347,369,716
64900W,Ard Scoil na nDeise,http://www.ardscoildungarvan.com/,Convent Rd,Dungarvan,Co Waterford,,Waterford,X35RR90,5841464,info@ardscoildungarvan.com,MS. JENNIFER O'KEEFFE,N,Girls,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,372,,372
64930I,"C.B.S. Mount Sion, Waterford",http://www.mountsioncbssecondary.ie/,Barrack Street,Waterford,,,Waterford,X91FK30,51377378,info@mountsioncbssecondary.ie,MR. JOHN MC ARDLE,Y,Boys,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,,286,286
64940L,Waterpark College,http://www.waterparkcollege.com/,Park Road,Waterford,,,Waterford,X91RX65,51874445,info@waterparkcollege.com,MR. THOMAS BEECHER,N,Mixed,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,159,330,489
64950O,De La Salle College,http://www.delasallewaterford.com/,Newtown,Waterford,,,Waterford,X91DT68,51875294,admin@delasallewaterford.ie,MS. MARGARET BETTS,N,Mixed,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,,"1,114","1,114"
64970U,Presentation Secondary School,http://www.presentationsecondarywaterford.com/,Cannon Street,Waterford,,,Waterford,X91YW02,51376584,office@preswaterford.ie,MR. ADRIAN GIBBS,Y,Girls,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,394,,394
64971W,Our Lady of Mercy Secondary School,http://www.mercywaterford.net/,Ozanam St.,Waterford,,,Waterford,X91DW20,51373476,office@mersecwtd.com,MS. MARY MEADE,N,Girls,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,496,,496
64990D,St Angela's Secondary School,http://www.ursw.ie/,Ursuline Convent,Waterford,,,Waterford,X91TK83,51876510,office@ursw.ie,MISS EDEL MARY CONNOLLY,N,Girls,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,915,,915
65010R,Newtown School,http://www.newtownschool.ie/,Newtown Road,Waterford City,Co.Waterford,,Waterford,X91XR20,51860200,info@newtownschool.ie,MR. DAVID KEITH LEMON,N,Mixed,Mixed,No subjects taught through Irish,N,N,QUAKER,Open,201,198,399
68078U,Gaelcholáiste Phort Láirge,http://www.gcpl.ie/,Cuirt an Easpaig,Baile Gunnair,Port Láirge,,Waterford,X91P984,51821742,eolas@gcpl.ie,MS. CAIT NI SHE,N,Mixed,Day,All pupils taught all subjects through Irish,N,N,CATHOLIC,Open,63,68,131
68141B,Ard Scoil na Mara,http://www.ardscoilnamara.ie/,Tramore,Tramore,,,Waterford,X91Y981,,principal@ardscoilnamara.ie,MR. PADRAIG CAWLEY,N,Mixed,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,557,617,"1,174"
72220T,Coláiste Chathail Naofa,http://www.ccndungarvan.com/,Youghal Rd,Dungarvan,,,Waterford,X35PV34,5841184,ccn@wwetb.ie,Danny Cunningham,Y,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,66,90,156
72230W,St Declan's Community College,http://www.stdeclans.com/,Kilmacthomas,Co Waterford,,,Waterford,X42W702,51294100,stdeclanscc@Wwetb.ie,Gráinne Walsh,N,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,321,342,663
72241E,St Paul's Community College,http://www.stpaulswaterford.ie/,Browne's Road,Waterford City,,,Waterford,X91TX24,51355816,info@stpaulswaterford.ie,Noreen Reilly,Y,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,118,357,475
76066J,Meánscoil San Nioclás,http://www.meanscoil.com/,Rinn O gCuanach,Co. Phort Láirge,,,Waterford,X35TD91,5846464,runai@meanscoil.com,Seamus Ó Cadhain,Y,Mixed,Day,All pupils taught all subjects through Irish,Y,N,INTER DENOMINATIONAL,Open,83,60,143
91509E,BLACKWATER COMMUNITY SCHOOL,http://www.blackwatercs.com/,Ballyanchor Road,Lismore,Co Waterford,,Waterford,P51N472,5853620,bcsmainoffice@eircom.net,MR. DENIS RING,N,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,385,383,768
63190M,Marist College,http://sjcc.ie,Retreat Road,Athlone,Co. Westmeath,,Westmeath,N37RX31,906474491,maristcolladm@gmail.com,MR. MICHAEL A COLGAN,N,Boys,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,,516,516
63210P,Our Lady's Bower,http://www.glentiescomp.com,Retreat Rd.,Athlone,Co Westmeath,,Westmeath,N37TR58,906474777,contact@ourladysbower.com,MR. NOEL CASEY,N,Girls,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,686,,686
63221U,Meán Scoil an Chlochair,www.royalandprior.ie/,Kilbeggan,Mullingar,Co Westmeath,,Westmeath,N91K123,579332292,mercykilbeggan@eircom.net,MR. GARRETT FARRELL,N,Mixed,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,274,281,555
63270K,"Colaiste Mhuire,",www.carndonaghcs.ie/,Mullingar,Co. Westmeath,,,Westmeath,N91AT04,449344743,cbsadmin@eircom.net,MR. MALACHY FLANAGAN,N,Mixed,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,27,713,740
63280N,St Finian's College,www.rossescommunityschool.ie/,Mullingar,Co Westmeath,,,Westmeath,N91H593,449348672,frpaulconnell@eircom.net,FR. PAUL G CONNELL,N,Mixed,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,380,382,762
63290Q,Loreto College,http://pccfalcarragh.ie,Mullingar,Co Westmeath,,,Westmeath,N91PX98,449342055,info@loretomullingar.com,MS. MARIA BELL,N,Girls,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,831,,831
63300Q,Wilson's Hospital School,http://www.psgd.ie/curaclam-scoile/,Multyfarnham,Co Westmeath,,,Westmeath,N91AX97,449371115,reception@whs.ie,MS. NIAMH WHITE,N,Mixed,Mixed,No subjects taught through Irish,N,N,CHURCH OF IRELAND,Open,202,176,378
63310T,St Joseph's Secondary School,http://ballyhauniscs.ie,Rochfortbridge,Co. Westmeath,,,Westmeath,N91XV56,449222176,mercy.rochfortbridge@gmail.com,MRS. EILEEN ALFORD,N,Mixed,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,451,396,847
71410T,Athlone Community College,http://www.ballinrobecommunityschool.com,Retreat Road,Athlone,Co Westmeath,,Westmeath,N37Y985,906472625,info.acc@lwetb.ie,Mrs Eileen Donohoe,N,Mixed,Day,Some pupils taught some subjects through Irish,N,N,INTER DENOMINATIONAL,Open,527,615,"1,142"
71420W,Castlepollard Community College,http://stlouiscs.com,Castlepollard,Mullingar,Co Westmeath,,Westmeath,N91EF89,449661163,admin.ccc@lwetb.ie,Ms Mary Coyle,Y,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,132,143,275
71430C,Columba College,http://www.loretomilford.com,Killucan,Co Westmeath,,,Westmeath,N91ET78,449374107,admin.cck@lwetb.ie,Mr Dermot Brady,Y,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,87,99,186
71450I,Mullingar Community College,http://www.moatecs.com,Millmount Road,Mullingar,Co. Westmeath,,Westmeath,N91TC59,449340786,admin.mcc@lwetb.ie,Padraic O'Dowd,Y,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,152,182,334
91501L,Moate Community School,http://www.ccbs.ie,Church Street,Moate,Co Westmeath,,Westmeath,N37DY70,906481350,mcsadmin@eircom.net,MR. THOMAS PATRICK LOWRY,N,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,407,410,817
63550Q,F.C.J. Secondary School,www.fcjbunclody.ie ,Bunclody,Enniscorthy,Co Wexford,,Wexford,Y21K284,539377308,office@fcjbunclody.ie,MS. FRANCES THREADGOLD,N,Mixed,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,473,428,901
63560T,St. Mary's C.B.S.,www.cbsenniscorthy.ie ,Millpark Road,Enniscorthy,Co Wexford,,Wexford,Y21YK35,539234330,admin@cbsenniscorthy.ie,MR. JOHN RYAN,N,Boys,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,,683,683
63570W,Coláiste Bríde,www.colaistebride.ie ,Enniscorthy,Co Wexford,,,Wexford,Y21EF82,539234245,office@colaistebride.ie,MS. CATHERINE KIERA O'SULLIVAN,N,Girls,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,678,,678
63600F,Christian Brothers Secondary School,www.cbsnewross.ie,Mountgarrett,New Ross,Co Wexford,,Wexford,Y34WR12,51421384,cbsnewrossinfo@eircom.net,MR. PATRICK J. ROSSITER,N,Mixed,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,98,248,346
63610I,Good Counsel College,www.goodcounselcollege.ie ,New Ross,Co Wexford,,,Wexford,Y34R297,51421182,info@goodcounselcollege.ie,MR. MARK EDWARD O'BRIEN,N,Boys,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,,830,830
63620L,St. Mary's Secondary School,www.stmarysnewross.org ,Irishtown,New Ross,Co Wexford,,Wexford,Y34XR63,51421637,mercynewross@eircom.net,MR. JOHN MICHAEL PORTER,N,Girls,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,610,,610
63630O,Our Lady of Lourdes Secondary School,www.olol.ie ,Rosbercon,New Ross,Co Wexford,,Wexford,Y34FT82,51422177,ololsecretary@gmail.com,MISS ANTONIO ORMOND,N,Girls,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,355,,355
63640R,Christian Brothers Secondary School,www.wexfordcbs.org ,Thomas St,Wexford,,,Wexford,Y35XV02,539141391,admin@wexfordscbs.ie,MR. MICHAEL B MCMAHON,N,Boys,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,,615,615
63650U,St Peter's College,www.stpeterscollege.ie ,Secondary School,Summerhill,Wexford,,Wexford,Y35P8WT,539142071,info@stpeterscollege.ie,MR. ROBERT O'CALLAGHAN,N,Boys,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,,783,783
63660A,Loreto Secondary School,www.loretowexford.com/ ,Spawell Road,Wexford,Co Wexford,,Wexford,Y35NA78,539142783,n.goggin@loretowexford.com,MR. WILLIAM O'SHEA,N,Girls,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,749,,749
63661C,Presentation Secondary School,www.preswex.ie ,Grogan's Road,Wexford,Co. Wexford,,Wexford,Y35XV70,539124133,generaloffice@preswex.ie,MISS MARY T HEENEY,N,Girls,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,804,,804
68080H,Meanscoil Gharman,www.meanscoilgharman.com ,Brownswood,Enniscorthy,,,Wexford,Y21XW97,539235796,meanscoil@meanscoilgharman.com,MRS. NORAH HARPUR,N,Mixed,Day,All pupils taught all subjects through Irish,N,N,INTER DENOMINATIONAL,Open,98,111,209
71600B,Coláiste Abbain,www.colaisteabbain.ie ,Adamstown,Enniscorthy,Co Wexford,,Wexford,Y21K039,539240564,info@colaisteabbain.ie,John Nolas (as per OR 17-18),Y,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,109,124,233
71610E,Bridgetown College,www.bridgetownvocationalcollege.ie ,Bridgetown,Co Wexford,,,Wexford,Y35R628,539135257,bridgetowncollege@wwetb.ie,Ms Fionnuala Greene,Y,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,255,305,560
71620H,Vocational College Bunclody,www.bunclodyvc.ie ,Bunclody,Enniscorthy,Co Wexford,,Wexford,Y21FW99,539377590,bunclodyvocationalcollege@wwetb.ie,Mr James Murphy,Y,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,89,116,205
71630K,Vocational College,www.evc.ie ,Enniscorthy,Co Wexford,,,Wexford,Y21YX56,539234185,iainwickham@wwetb.ie,Dr. Iain Wickham,Y,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,224,251,475
71650Q,Coláiste an Átha,www.colaisteanatha.ie ,Kilmuckridge,Co. Wexford,,,Wexford,Y25C952,539130169,info@colaisteanatha.ie,Ms Elizabeth Martin,Y,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,120,161,281
71660T,Kennedy College,http://waterfordwexford.etb.ie,New Ross,Co Wexford,,,Wexford,Y34YW08,51421278,kennedycollege@wwetb.ie,Ms Suzanne Barrett,Y,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,62,87,149
71680C,Selskar College (Coláiste Sheilscire),http://www.wexfordvocational.com,Westgate,Wexford,Co Wexford,,Wexford,Y35RY27,539122753,selskarcollege@wwetb.ie,Ms Eimear Ryan,Y,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,183,205,388
76127D,Creagh College,www.creaghcollege.com ,Carnew Road,Gorey,Co. Wexford,,Wexford,Y25V6Y9,539484035,info@creaghcollege.com,Paul Glynn,N,Mixed,Day,No subjects taught through Irish,N,N,MULTI DENOMINATIONAL,Open,308,360,668
91431Q,Ramsgrange Community School,www.ramsgrangecommunityschool.ie ,Ramsgrange,New Ross,Co Wexford,,Wexford,Y34YY17,51389211,ramsgrange@eircom.net,MS. RACHEL O'CONNOR,Y,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,187,234,421
91492N,Gorey Community School,www.goreycs.ie ,Esmonde Street,Gorey,Co. Wexford,,Wexford,Y25YX29,539421000,office@goreycs.ie,MR. MICHAEL FINN,N,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,745,758,"1,503"
61770U,Arklow CBS,http://www.arklowcbs.ie/,Coolgreaney Road,Arklow,Co Wicklow,,Wicklow,Y14RV04,40232564,admin@arklowcbs.ie,MR. PETER SOMERS,N,Boys,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,,408,408
61780A,St Marys College,http://www.stmarysarklow.ie/,St Mary's Rd,Arklow,Co Wicklow,,Wicklow,Y14FA38,40232419,info@stmarysarklow.ie,MR. AIDAN WARD,N,Girls,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,582,,582
61790D,Woodbrook College,http://www.woodbrookcollege.ie/,Woodbrook,Bray,Co Wicklow,,Wicklow,A98AW64,12822317,info@woodbrookcollege.ie,MR. JOHN TAYLOR,N,Mixed,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,47,313,360
61800D,Presentation College,http://www.presbray.com/,Putland Road,Bray,Co. Wicklow,,Wicklow,A98P270,12867517,pgregory@presbray.com,MR. PATRICK GREGORY,N,Boys,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,,649,649
61811I,St Gerard's School,http://www.stgerards.ie/,Thornhill Road,Bray,,,Wicklow,A98R242,12821822,office@stgerards.ie,MR. THOMAS GERAGHTY,N,Mixed,Day,No subjects taught through Irish,N,Y,CATHOLIC,Open,198,347,545
61820J,Loreto Secondary School,http://www.loretobray.com/,Vevay Rd,Bray,Co Wicklow,,Wicklow,A98C822,12867481,info@loretobray.com,MS. EMMA LOUISE RAUGHTER,N,Girls,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,791,,791
61830M,St David's Holy Faith Secondary,http://www.stdavids.ie/,Co-Educational School,Greystones,Co Wicklow,,Wicklow,A63AW90,12874800,info@stdavids.ie,MISS MARY O'DOHERTY,N,Mixed,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,240,342,582
61860V,Dominican College,http://www.dominicanwicklow.net/,Wicklow,Co. Wicklow,,,Wicklow,A67XV58,40468111,admin@dcw.ie,MS. LORRAINE MYNES,N,Girls,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,448,,448
68081J,Temple Carrig Secondary School,http://www.templecarrigschool.ie/,Blacklion,Greystones,,,Wicklow,A63KT20,,,MR. ALAN COX,N,Mixed,Day,No subjects taught through Irish,N,N,CHURCH OF IRELAND,Open,275,253,528
68261L,North Wicklow Educate Together Secondary School,http://www.northwicklowetsecondary.ie/,Putland Road,Bray,Co Wicklow,,Wicklow,A98CK73,,Principal@nwetss.ie,MR. JONATHAN BROWNER,N,Mixed,,No subjects taught through Irish,N,U,MULTI DENOMINATIONAL,Open,40,79,119
70740M,Glenart College,http://www.arklowcc.ie/,Coolgreaney Rd,Arklow,Co Wicklow,,Wicklow,Y14YR52,40232149,glenartcollege@kwetb.ie,Ms. Louise Kearns,Y,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,129,196,325
70750P,Scoil Chonglais,http://www.baltinglass.org/,Baltinglass,Co Wicklow,,,Wicklow,W91H5XC,596481449,info@scoilchonglais.ie,Mr Rory O Toole,N,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,269,271,540
70760S,Blessington Community College,http://www.blessingtoncc.ie/,Naas Rd,Blessington,Co Wicklow,,Wicklow,W91RD30,45865170,blessingtoncc@kwetb.ie,Mr Kieran Burke,N,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,209,250,459
70770V,St Thomas' Community College,http://www.bife.ie/,Novara Avenue,Bray,Co. Wicklow,,Wicklow,A98P8C3,12866233,bifeenquiries@kwetb.ie,Mr Raymond Tedders,N,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,8,11,19
70790E,Coláiste Bhríde Carnew,http://www.cbcarnew.ie/,Carnew,Co.Wicklow,,,Wicklow,Y14WA00,539426318,cbcarnew@kwetb.ie,Linda Dunne,N,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,429,406,835
70800E,St Kevin's Community College,http://www.stkevinsdunlavin.com/,Dunlavin,Co Wicklow,,,Wicklow,W91R971,45406000,stkevinscc@wicklowvec.ie,Ms Catherine Burke,Y,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,309,306,615
70810H,Avondale Community College,http://www.avondalecc.net/,Rathdrum,Co Wicklow,,,Wicklow,A67RR26,40446445,AvondaleCC@kwetb.ie,Rosaleen O'Neill,Y,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,238,324,562
70821M,Coláiste Raithín,,Bóthar Florence,Bré,Co Chill Mhantain,,Wicklow,A98WN80,12760288,colaisteraithin@kwetb.ie,Gearóid Ó Ciaráin,N,Mixed,Day,All pupils taught all subjects through Irish,N,N,INTER DENOMINATIONAL,Open,138,136,274
76076M,Colaiste Chraobh Abhann,http://www.colaisteca.ie/,Creowen,Kilcoole,Co Wicklow,,Wicklow,A63WF10,12870198,reception@colaisteca.ie,Mr. Shane Eivers,N,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,340,349,689
76099B,Coláiste Chill Mhantáin,http://www.colaistechillmhantain.ie/,Burkeen,Wicklow Town,Co Wicklow,,Wicklow,A67TV21,40461863,admin.ccm@wicklowvec.ie,Padraig Donoghue,N,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,313,677,990
76106S,Gaelcholáiste na Mara,http://www.gaelcholaistenamara.ie/,Pairc Na bPiarsach,Bothar an Ghleanntain,Arklow,Co.Wicklow,Wicklow,Y14DX27,40291764,gaelcholaistenamara@gmail.com,Tony Ó Murchú,N,Mixed,Day,All pupils taught all subjects through Irish,N,N,MULTI DENOMINATIONAL,Open,115,106,221
