,Roll Number,Official School Name,website,Address 1,Address 2,Address 3,Address 4,County,Eircode,Phone,Email,Principal Name,DEIS (Y/N),School Gender - Post Primary,Pupil Attendance Type,Irish Classification - Post Primary,Gaeltacht Area Location (Y/N),Fee Paying School (Y/N),Ethos/Religion,Open/Closed Status,Total Girls,Total Boys,Total Pupils,Lat,Lag,Photo Reference 1,Photo Reference 2,Photo Reference 3,Photo Reference 4,Photo Reference 5,Photo Reference 6,Photo Reference 7,7,Photo Reference 9,Photo Reference 10,Photo Reference 11,Photo Reference 12,Photo Reference 13,Photo Reference 14,Photo Reference 15,Photo Reference 16,Photo Reference 17,Photo Reference 18,Photo Reference 19,Photo Reference 20
287,70280E,Rathmines College,http://www.rathminescollege.ie/,Town Hall,Rathmines,Dublin 6,,Dublin,D06A215,14975334.0,info@rc.cdetb.ie,Ms Bernadette Moore,N,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,63,65,128,53.3241682,-6.4203392,,,,,,,,,,,,,,,,,,,,
288,70300H,Pearse College - Colaiste an Phiarsaigh,http://www.pearsecollege.ie/,Clogher Road,Crumlin,Dublin 12,,Dublin,D12CR22,14536661.0,information@pearse.cdetb.ie,Jacqueline Nunan,N,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,71,105,176,53.34123599999999,-6.396114,CmRaAAAAnoQpOxt47RKSMNM3OshLQZvVX9yas-2J-0zh5JBEK3RoqtTuc-oYuyT7fryTD3cJxdshX-W9QQnK7imTyW9zw767K6bgbDd6B_UmQ8IJZkmG9_ZHEvvpeNe90Jg9VgFZEhA65I2bW5B-lcQp6JX6DHn0GhShPFl0zEP5q5aWXx9WU_foryJU5A,,,,,,,,,,,,,,,,,,,
289,70310K,Plunket College,http://www.plunketcollege.ie/,Swords Road,Whitehall,Dublin 9,,Dublin,D09C94K,18371689.0,info@plunket.cdetb.ie,Elaine O Sullivan,Y,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,34,57,91,53.3527351,-6.4052967,,,,,,,,,,,,,,,,,,,,
290,70321P,Margaret Aylward Community College,http://www.macc.ie/,The Thatch Road,Whitehall,Dublin 9,,Dublin,D09RHN3,18375712.0,info@macc.cdetb.ie,Teresa Murphy,Y,Girls,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,169,,169,53.347653,-6.4497921,CmRaAAAAHBYri0khL4sDtEBcI88DLdV_RjR3GJ-GrvT8YNemp4tEJYOqgQUQQhOMrg4res-pMGkg5Ob6WOVZC95B6JFlZxBkf5A247g6y7k9b4a4AI7QuXZgYnX4Oa5NcOw1Z8FfEhCn_jjWL-JybZvkXgNirt52GhS07JHLHnReephZ4p1uqfTlt1qQmg,CmRaAAAAhCXxuMDnJ6HnETcMIE6HFM3s5lwObI8Iw-XvpLKzsFvn7i4FI3M8mzklAlEPaAkSR-1ljQMvI-JnxuunBlyRLSlGWZZ1LjhVZDsxW4YnOFgrbFPlufXHrckDLw1DDlOfEhDqqNRfRHt9gYpl9ymjGf3wGhSrhsXDZms9KqbrBskmFP7zFZciBQ,,,,,,,,,,,,,,,,,,
291,70330Q,Coláiste Dhúlaigh,http://colaistedhulaighpp.com/,Barryscourt Road,Coolock,Dublin 17,,Dublin,D17KH66,18481337.0,info@cdc.cdetb.ie,Mr Neil Dunphy,Y,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,89,107,196,53.4019114,-6.379454,CmRaAAAAKUBFZ1qtjyBlTwSfxppKnE7N3boxiAagIMNyZVEnlEgNcRMVZwzjfQ-NY68RVnMHohb0rUE0-UpNAZaji8ZkKubgCcJJPZkvQHGsDSBhZ3aRdGJpKanOZ4ujYJp-r46zEhABi79ij56Tl6kztda1Fw_jGhSuIoK7dyD4Wa-vLPF2lK0drXyb6w,,,,,,,,,,,,,,,,,,,
292,76062B,Castleknock Community College,http://www.castleknockcc.ie/,Carpenterstown Road,Castleknock,Dublin 15,,Dublin,D15A996,18221626.0,admin@castleknockcc.ie,John Cronin,N,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,580,581,"1,161",53.32313389999999,-6.402379100000001,CmRaAAAAuXblm6Omahc5hLM3ynig_nXw3NjUkifyCfjPFsgYWOqwhbUVvlr6rVfH8vggHzGQMRq8E7iw5N23FhqFQxJMJgDpX1gueB8UXVFVKQ9sgdWHQ85Rr39YNIjgyLcnCIxvEhCHDFqO5WrWPcHu0kYWCPGeGhR-ne05Kespd4HMzQdx9mskQv7Uzg,,,,,,,,,,,,,,,,,,,
293,76065H,Coláiste Cois Life,http://www.colaistecoislife.ie/,Gleann an Ghrífín,Leamhcán,Co Átha Cliath,,Dublin,K78Y330,16211825.0,eolas@colaistecoislife.ie,Tomás Ó Donnagáin,N,Mixed,Day,All pupils taught all subjects through Irish,N,N,INTER DENOMINATIONAL,Open,401,370,771,53.4653867,-6.2241496,,,,,,,,,,,,,,,,,,,,
294,76077O,Larkin Community College,http://www.larkincommunitycollege.ie/,Champions Avenue,Dublin 1,,,Dublin,D01WD93,18741913.0,janet.rooney@lcc.cdetb.ie,Thomas Usher,Y,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,188,212,400,53.46031199999999,-6.217521,CmRaAAAAO62dZpMmd0vGCBdYC_Cir9sMfMWTzjub6E9UTZCjHW5pW_A70g6rtL2vgdBmO4DpPn977pZ8SvwG1xOWSXz1spNxwvCqNkiYMjM1QslpQWfjWK-l7CQE4ILDa4mqBqbCEhBXwOxw98SlKDmkQrNvNzo6GhSt8UHPYuwCd48e5OgVd5OrJw_m2g,CmRaAAAA8j8fBlKnNVaeLamNok5y24DIttU4BANO1pn7Val6tASkq-N8cx4NNrm7pXHsLqhSIPuOS1x6o_dm1ZISbMiHCM3S6f2aZr8dFxekKNFekZW89Gr8kKkYo_CAtXlwqJa4EhCNjC4effV9J_yNOv5q3hWXGhTQlE3E8KIWuy58QAx5dq0Gt0ekPg,,,,,,,,,,,,,,,,,,
295,76078Q,Skerries Community College,http://www.skerriescommunitycollege.ie/,Skerries,Co. Dublin,,,Dublin,K34HH29,18490011.0,info@skerriescc.ie,Caroline Clarke,N,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,408,520,928,53.30722,-6.3351279,CmRaAAAAs2QsdwEaZaiIJX5zw-tYGgvrjZJLey7R7F9XOVh4MbttIF0f1odbIM69plE0LE8jO3REsMxv0YtsqIWhi4wKT3LbyBovMnMfJ50Q94s7IpapkLeZtE9gi7ZHad2mUGZBEhDZKEojrOYAzlEOMkoxMd_jGhR-hd2JVp9bBO7gmkZ_2GuLiVdcAg,CmRaAAAAeINfpFyiq8RVWvFjpDe9yKRdZy9nyH5kO-FxOqUmjgw0Z2qHEm4n8zMsSXQbb3G0Co0Qm8blrXrg4ZE_Ues_u7h71O8bjR8UJX1y47FSmII0d7HFlpxaz8Sb_R4l_h4yEhCFlFy3BFv39fZXHdCw7XHvGhSfhRqlHKM-re28mw7nZq5fF6sR-w,,,,,,,,,,,,,,,,,,
296,76085N,Gaelcholáiste Reachrann,http://gcreachrann.com/,Bóthar Mhainistir na Gráinsí,Domhnach Míde,Baile Atha Cliath 13,,Dublin,D13NP52,18770935.0,oifig@gcreachrann.ie,Máire Ní Ghealbháin,N,Mixed,Day,All pupils taught all subjects through Irish,N,N,INTER DENOMINATIONAL,Open,212,169,381,53.2762325,-6.3484937,,,,,,,,,,,,,,,,,,,,
297,76092K,PRESENTATION COMMUNITY COLLEGE,http://www.presentationcollege.ie/,Terenure Park,Terenure,Dublin 6 W,,Dublin,D6WCP28,14902404.0,info@pct.cdetb.ie,Mr Darrell Darcy,N,Mixed,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,316,14,330,53.2788435,-6.4101481,,,,,,,,,,,,,,,,,,,,
298,76097U,ADAMSTOWN COMMUNITY COLLEGE,http://www.adamstowncc.ie/,Station Rd,Adamstown,Co Dublin,,Dublin,K78WP89,16540348.0,info.adamstowncc@ddletb.ie,Des Newton,N,Mixed,Day,No subjects taught through Irish,N,N,MULTI DENOMINATIONAL,Open,440,512,952,53.36867170000001,-6.2942823,,,,,,,,,,,,,,,,,,,,
299,76098W,Colaiste Pobail Setanta,http://www.cpsetanta.ie/,Phibblestown Community College,Phibblestown,Dublin 15,,Dublin,D15EY17,16402403.0,admin@cpsetanta.ie,Liam Walsh,N,Mixed,Day,No subjects taught through Irish,N,N,MULTI DENOMINATIONAL,Open,555,534,"1,089",53.32732000000001,-6.294194999999999,CmRaAAAAk9FYCHzNdlPnBJj6LUNW_7DGaxOM2V2VjAOpAvt4LYFbMrZzUka1Za3z97GgHRWI2vajAbnKPrdXCmCrK_MDEQddmGZpWWlztdwG6720Ya2ufJtE1BxPdLVOYSjj3D8uEhBP2vr9_HQMNHMy6LugjxwgGhQFp6YpUExs8kWAXqTEDF5u8BKb2Q,CmRaAAAAeHAnXFN-7YauTzAcebY0QIZU2PEq2Z4WoyBV2IHx9SNZTzciRMOYquVZZCQ2-mNcOxUMmHAbwKhORtxEP7BRWADYRhkFPJnSsxIWH0_IBWNb65nWbs2pal8hvxeNpR0FEhAkhpigsTWh59IRiM7Mum7AGhR715vuOyoLp6-APaBal-D_6OX7Ag,,,,,,,,,,,,,,,,,,
300,76104O,Donabate Community College,http://www.donabatecc.ie/,"Olive Laffoy, Principal",Donabate Community College,Portrane Road,"Donabate, Co. Dublin",Dublin,K36F598,18436726.0,donabatecc@ddletb.ie,Anthony Creevey,N,Mixed,Day,No subjects taught through Irish,N,N,MULTI DENOMINATIONAL,Open,362,424,786,53.38786750000001,-6.3095054,CmRaAAAAFMVgjs8IqJXGR9YA8ApbQ5P9T5BFsDmp16xeQXRYYteF_VlX9RpQ0e6KKTVjbVc0C2Lihj5WlG8qxX1zZGsRPKe6lwSCQLEMY92i7WXbgOXUgajl0kS-1u-8pb9V56xBEhAZAz5PmIbJVcGQ9eJgp9FpGhS7GwYqUJlwhIdW5EvYJX3Q7n-y0g,CmRaAAAAmN653cY64nPaZqZKr-ZuzEzQftUsR_VoDemisdejPs7hsNaVp1R_rY7b5oTjzAvdrql4aKqOdr8Iov70kiW_lmr-zMWsmeoaYbA1tUmGkVq4dEqtFKpw7dJYVcw26JPsEhBDAVQlcUccym81XIlm9d2EGhRqd4_7ld8VYIwCEHyOZRKldJcTtw,CmRaAAAAcY9iRSmLftD6EPVW3i3gMnEBDocv4TU4m5fZ2TmBo9C5CzSw4HaYbpzrutLefyz4FFnuX1g20lEaEi-82YGEsiw49DfsFQzfk2NbPDYclxOTQnacvglrnV2jxcKIB4rBEhCIS_pnoCjkWtgsONq7zxw_GhSujeWY3kuk0STaqLjn5KkfieIfEw,CmRaAAAA1nGRVaza9Fe1RR3GUBnu941IytA8-bQ7Dl_b_yDCP8YW0FG7iddXq45xyXKHavNP-MLgwRduoGVRL4uM1DlaeroywaFw000CYFMYIoMPrvuB8s6UBlSdLmhWy7Sl6ELQEhB1zL2znUx7Qsz2TyDGT1idGhTBfrA3lssBuX7igV9YqHLTk7glFg,CmRaAAAA5Tkx6zIcIHp9CVqa4YLZRbFP4NfiYaYZT97bTdGw0D5VesTzmghxniZUN4Ften6hNhXpnqVF1cuNjZa3uxp6Ons5RyWxMWnMMrRy-ohaquuk2r16lZgiN5TOR5yYfouOEhCWMB96GEN99ts0eGXrcVQvGhT2tMzi2q-2DA2s1IAuaR1X_vkc3w,CmRaAAAA8fMSu-D5H6YWIc1hfej5dr4ZsdfjEVALzMh2LZF3pihXZF6TVifhpPTgzSLwKVgSo8gAX0xGfNEZnhYa6sFVEG4J60PunBCDyVvs4VbKZz3KF0SsHUESih-TlU9gJ24xEhCBwnvBSR-LXzKZ30ZcnIIOGhQdAkiWjkrNZBtYiTioC_5I3eHlnA,CmRaAAAA0UwLfrn-QNRw2HmtrQIANzC4KtzsnLSn_NxcyAk9mJ0b5CJVrkqWZ4PbPnNHf9Od6LwDT06YHQ4Pr8Al5Z6WR8Q0amgA-uI--i10ELrmxE5SZUACPsa_XE6kFY8-R8H3EhBLY4opsqAzzHjmfF_QkSZBGhSgEly12fhy8l7TfOBkTjTvjwgomA,CmRaAAAAhw3r-ArnDQmAZV6zRdGQ2wD1o23Z1IPjxsjKS8UBFs7szhx6ViT1pbBVXHqH2ShjevIBaPKAo8hLPFUlEkuN0qxGCp-PkzT9acvJHKJ04wHRqOH8b5_xtmzGytHV5gn-EhCaBBOMNU_hLMHpoPBBv8j0GhTZDHQK4NDUMyQItLiMwlioILqQvw,CmRaAAAAdKBae4qCjrbm6NSt9ePJDfMy9K2tLkRs6aJvgvDETV0RdJk89Y07DNVBgm02QpOvqleH5IJ4sOJU2F9IG2j_m7MvoT4nwmo-Y1V6hw1BaDlHP3G60p8xlYnM83exyv4yEhBUYZVBpvl5_nqnPsJRzzOcGhQ0EJzhl3GLQcsY27bdlwMe7SELCQ,CmRaAAAA1GfYcuw2lqSb5YfjdjsYubGxbdP97ZNCo_kJ7JSkdHyuNpU2TP670GDZsfWx-ceFbJ8804aazRnKZc5b00s0UfJiZ-EDnu61l_CdavniL1wr19iQi9O5zL72N30VBddxEhBwWFJvre7o7o84l6DY5-QsGhQFTel1ncszIu0ok4FaSykfc2Hm2Q,CmRaAAAA_dz7ASP89WDIGxaJUydVDg3zZ0GO1958DU8iQoDAqu1059I0jjAIaVminG-01gMbLzUTiHbZXkEJWV-GpSTNEriaZJ9W0eaPYhvdAK_kchtma31h6M3R8UPi2hFZwF4yEhD11UU16orsGqVGXhgevuc3GhQt2WpWOkFcAEPwFWdDLumZuEwDAw,CmRaAAAAnXvWQBnNQaii0vKccQl_LplGdRAaIVoH12YFOrR8lKBbc7UbVL1ibHJIsiw7gLcCNq-0S2pWwYml1ByH6crJ-7zIdRBwcVk9VmQaHqS-PU637lmIhsQnKu0GkfImu2rEEhBnf0LDERfi-qgU-3Pc0l_pGhQMZj6kkhqLkNaxDRnJ2IQQsXQBvw,CmRaAAAAObcVxXrh84CkD0AJc-O0Ok20VP4x7WM9GfsmcbEtqzacY2QiEMwwfViVkk3t7_dN-VmZ_BQ2DBkumjBqwH6K1duBoFJfNMkzyUOBiLWO9MV0Fd6p7-N6SQFL4Kth4CElEhANTH5pZTgOquY2h9p_w3qmGhQv9v1iA2_zd1kiJiwFvEkwXvv1Lw,,,,,,,
301,76129H,Ardgillan Community College,http://www.ardgillancc.ie/,Castlelands,Balbriggan,,Co Dublin,Dublin,K32KK33,19680734.0,info@ardgillancc.ie,Michael O'Leary,N,Mixed,Day,No subjects taught through Irish,N,N,MULTI DENOMINATIONAL,Open,294,565,859,53.3437546,-6.2245095,CmRaAAAAJi18AXfTT0UPdnBbPDITmSvGV9q0vBP1miigwt6LzE2fp7ExZkN85if_PiDyrisk28OCNCwO8c_8m_i-gcaq0yYs4BWmYWD3LcEmkn62Cu8IerQsmKD6FtUCcZtoUyqYEhBQQHaTY9cGhfbKP2lVm6dZGhQtkjLg9g1pOe9hiaPbcTECBQ_ggQ,,,,,,,,,,,,,,,,,,,
302,76130P,Luttrellstown Community College,http://www.luttrellstowncc.ie/,Luttrellstown Community College,Mill Road,Blanchardstown,Dublin 15,Dublin,D15DY29,18235262.0,info.luttrellstowncc@ddletb.ie,Fionnuala Ní Chaisil,N,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,373,441,814,53.34509749999999,-6.3516238,,,,,,,,,,,,,,,,,,,,
303,76152C,Kishoge Community College,http://www.kishogecc.ie/,Clonburris,Lucan,,,Dublin,K78DC89,,reception@kishogecc.ie,Niall Hare,N,Mixed,Day,No subjects taught through Irish,N,N,MULTI DENOMINATIONAL,Open,241,261,502,53.3643758,-6.2314903,CmRaAAAAy4YlA_xfPZLMloyf4seVYIGMU1qA_ELFidDKsRpgeTID4_06_3EvYUFabf0BCnBNQTd6Xx-l4pElXfwcy4po9noNNXc9dPN56zdUBDmEQIqyH86E8-1Tj9EN-TQFnokXEhBIVo_j4vEVurQqSGOv8Vw6GhS-86zMCn3vbPm0_umYXqfzgyApOw,CmRaAAAADmNt5oJHVfHxMGvavGwm3t_YCziE7h70UIpVfInvu8QX9SNF_b_H0LmG7Zu8Ooiyez5diCuNiJUywV_bS1KPu7tOPuSzxW6Z8AjLs8Uk4agFiQ0mgPii9sZDFTFnRZn7EhAD5s60Dk0ARo1xZy-Uh4m7GhRtG8cjYNKsHffV6pROBgQDfZgKzg,CmRaAAAAVBB8u03OvkfTUX5CnXduq3pTPlJJaxPNaXZxd4U9ffec-7k6oVcGSo6MEAzJrDg6bbyo-9w5-npM0Zjqr59CThyjRZWXJNJwugwsR3nPfd9s6ouoJdOhAuz_0jW1pVgZEhBQK0yGaBlWIjqV72VLdDdPGhSDzfX5P9PStCWTm5THIdJZz1DN5w,CmRaAAAA25tJVG0t_KSs4zGTZ2lEbFdaT7bggAm7HPyPv5fM40c9Iv4xG_tkGoPFCQLPEZnLMF-Y7FV5DGufTbvypvznZiP3d0EZ6sCdkFK9zK5QSOY7zPL8mqaXvvE2pWqGBpSgEhC2uzh2RgY9JRjHZ5KTgpNpGhTPc2fDyaTHZsJ2EiGrrfnQ17qK6Q,CmRaAAAAIaVyC33gBYMORVhX7gCu6uBXWi7X11xul-Y5g2_s5GjbGnjSyOhjkbKR7Ay6G5YL8GhMfO7-SfbcOYlRFSuzEdPhuXUOH3XBi2wIonSWp3cHd3rhACTTWwIXpQT8_ou1EhCXEzrUSpprJFv6DE-v1etEGhRpSllaXVTeVMmjRvt1e4mzKkkXuw,CmRaAAAAMSSlNOzF465PBDU2rCQV4qr7LoN4ug1WeYeF2CSnauAj3GgAA4jlo-7ucslGxD4FzrIr2NAyJs0BoIIKtMYtsQn--cAKuj0SyczG_nWCcXMJm7K6TG1St6i4fm76PETREhDCOxQh8W_BJ32_Dkxl0xMfGhRU2tWEbH8H6UR-_riCS2mFNRMxwg,CmRaAAAAFtRY8PyQZlZ0cXWgsI31Ouj4F0rrJZia_zaaGfe-UyenocT-jH1ssdS_v3lg0k-2kXSIw8lDH43bnTxC3wJ9b9vbX8yrs_JP79oQWd_aP-pAIxqfOcxrD3lhjPoTbNw6EhCdMMX4FdeHkf3yajEKm658GhSzaYtde1ohJ_xnYhqet2atOEDi1A,,,,,,,,,,,,,
304,76213T,Lusk Community College,http://www.luskcommunitycollege.ie/,Raheny Lane,Rathmore Road,Lusk,Co. Dublin,Dublin,K45WN50,15130000.0,admin.luskcc@ddletb.ie,Orla Forde,N,Mixed,Day,No subjects taught through Irish,N,N,MULTI DENOMINATIONAL,Open,280,331,611,53.2971046,-6.3267966,,,,,,,,,,,,,,,,,,,,
305,76293U,Kingswood Community College,http://www.kingswoodcc.ie/,Kingswood Avenue,Tallaght,Dublin 24,,Dublin,D24X62W,,info@kingswoodcc.ie,Deborah Dunne,N,Mixed,,No subjects taught through Irish,N,U,MULTI DENOMINATIONAL,Open,88,92,180,53.3240796,-6.2652375,CmRaAAAAa5CGb696Wz5CwDkBK5wwPbub19Y6RQRYDyQ5OuVyWeEXCFcfZPemSodxwOq5sit31-ap-k6y2ODWFnp_LOeUA7NDFstxSZLbwfd5N0RdomQdHVweMeDJZNRFuKmmjyY7EhAq_Cx7rmJBmvnGBxcU1WsOGhRzUfKFSOQ_wpWm8Glb2tXVYnr8-w,CmRaAAAAAdNl1WXVAidWJ_XBGxTkufFuDWj3b5yfRfc7CbZPhfIWJKNbjt5f1pXsSfH1970yyjN3QDsLQO4WodcslaihLYTBlZ43yt2fD0XZ0DEJ1iVW8lYkoAhyTzisw_anyjBnEhDHK2meek7JS3NSy4TA4WGqGhSm7ns0d6HzDLX2NIvy5lf6moc07Q,CmRaAAAAu1CggvLlUwjfrZZVikLkiNgmc-Gtw4p4ks3WUP2SuF8kiDP7x4DiX6BomOt5DqDCKX0mfGidPBaUUXuAeX3-ZQbmG3G85P8DQNW3sZMN3q5LhXAoNfj6wu6TXtzItUBtEhDhy7gzcPXYfuIXNVBiInpTGhSOF5yrpmI5RODx5Fuxy0vQg4sQog,CmRaAAAAh88flRKObFRqcEH33NNn-gDdvcQVFU2WnHMV3aVARdBv5oJSgCEJ6IF5tRUlLBcaEhddh8k8bys5FUfwv25GmGsk8-yXUyTM0WbYRs0uwq6l0MzbaR2RcBNFFfRCjThUEhAMc24JbkIlHHOPZ9U2abZpGhTF965HQ1S6muRFRJsY8k_tVhOWmA,CmRZAAAAeKkHh0MM1dWZ-h28QoiISvH50NFCL3tV8BMrTEwTK-WLHBTRDlmp2ayeFCgk_dpctJ_Y9LRkeFN6eacs08x4FnKJSDQgUMyT5BG4ZTqdXI3mBrCDKORbHcMvj8GQHTSMEhDnbvbxMpLWG1ryRptS0c5XGhS9LCW27gH9lR5oMDxZDEdRIMy8mQ,CmRaAAAACyCjL73DH2rEPPp8NClfadOWzXhJnqx4lGJuoz8dLCxkDB2JQL2TvsHr3-7zSRAR1xWoXQNw9R-WywQFfcX7yVcdkNDfpUn1rn_HKKac1CFQMoKwbEreLPZupMGw_iQMEhBjcHdAtuU4Ia7MJkph2WHIGhRqgn8jZWAiom3YPyW4QedxgsZQGw,CmRaAAAA2kWml8v4JLwbiShHG1t_0JcjlzhNeiBGvaLOEwvacGVZTjWAqf9jf-XpdcrrpS3man8VNw2dUeTqNZakhvkBUPDodpX8-lSIRYUw5ajSMd3cN9eBlaQKwCn-RITqWTWyEhA6A939hxM87efjmn5kov-zGhSE84htvBxLBP0Tz1aeyRfmXdKP9w,CmRaAAAAJHJmLpCDP88k8skiYKiqiaKWdUHXaYteME8lBctwKcF-EVSNfFl0GFcQvmKwenQaRNCVKIF17Pz62T17MpH7EQ2-EVWvSQHt2clLn59LBFK7Z9tgGRLbFKE2SuQWCZSREhD_22Rl2IeUdlvSFJPYSwYAGhTpRy0dns5q598ayGPQrYDbU4AB6g,CmRaAAAAwm3-nF53iOqqHe3S4rUN3AN2CjKcZm5C0XR9V3hc1wQT26YjuyzFC86qHsKxGXqLHtYAqbIiDQLZVGVsX07VyJC-ABah6dOPcNZkX4Vla-Ac0GzoHcAE78RBeFw7JWlGEhCElPK66bNR9ao_tpyT_nN0GhS0ij5pGYvr_LNKsqFN-xK7uDiKww,CmRaAAAAlilPbHN4tU9CZ8SYaAQD2e4CLQVvZvo70bCHEWUuM1fbw4V5RwUvBc1rdL_jIgZmqoMX-gi-fUMGgyyR1FRXdLpf0tdbqBfHNhmSmpqWJt5PcDGRntVV9P2cwhpe3NtGEhCyLeNBUeVkU7Kgx1w4fAqdGhRszN0x2lhIEan3dIDwjlCVgtQR3Q,,,,,,,,,,
306,76394D,Clonturk College,http://clonturkcc.ie/,Whitehall,Dublin 9,,,Dublin,D09W5K6,15596960.0,info@clonturkcc.cdetb.ie,Susan Campbell,N,Mixed,,No subjects taught through Irish,N,U,MULTI DENOMINATIONAL,Open,50,69,119,53.326562,-6.2944887,CmRaAAAAidgLYnDaoDRG5J0ltOZU12aqyb8cFn2XGihQxm1Z6ww3_i84XvXMfEVPFrTYtUVvZCu0zRk6NYtODvmacP86jeAt2N9-nPzfL0CKM4G4WhqSXRgBV5sqlc6QAd2MlxLVEhCDivecFbBI2-yOvvitLvVHGhS-_W2Na3Y75nRCCFeH4qZ4yXKukA,CmRaAAAApjnjrfClHA3EIKwkXWmdqbItClkCGbabaIDdT6EZ4JsFk5-EKZpjqp2be2E0z07Hlz1iZ1XTNaScLBrWOzDK32UnmXNj_VExi3Ai-ACv0QAHqh5wwfhZl-ftzs8KALaqEhDUH980GHRTr11RHldC2F07GhTvCCzh3K1PCpLAtRBPAc1IWPpnPQ,CmRaAAAAK3AYqxp4vu3f4vLbEwB-v2KLwdVPI4t8_iHw-SefPGVIWPS9327o7alWV80BUyrWeTOHEJBsObZADY_KJWgR7F0xuH66mHYLlmrL6jZwi27xkPV8Y8vnK866x9IbJQ9SEhBS8N_nms5AYfz6WZc7ktgpGhQkCmcp7obtePcklX4_6bda2PCAhw,CmRaAAAAuaCDeUDhsbolzt4WsmlleaLWyOTY6ToBJtDJdIi-4BECjhZsjEdkRGzP8FwbIkVPd94UBUe4HvgP2fDT5u_AfBRxjpyiPcMzOrIuw0QpVgpkjXL3FSSe_lB2xXRnnOPCEhB4cVkdTxO8rdR3B5FXnDdRGhRd0nQzom3HQYf-IR5--zX6sGfc_g,CmRaAAAA7VeVWymta5qC-XDZT3C7IyRggdGSJq_eL07H9ycWVGT1lWMWDa3pj1P7BDUWlf28hXzfh0xODt30LZeX3K9GcqZCPwX4QfK6SeG3QxYDzjR7vG5AiswCUiM6ro9O6d2eEhDCxjWBNXPj9yL-K4_KhfxuGhQhhoj1wBquxtAUH0B9GdU3t1Jjjg,,,,,,,,,,,,,,,
307,76454S,Griffeen Community College,,c/o Kishogue Community CMain Street,Kishogue,Lucan,Co. Dublin,Dublin,K78DC89,14529600.0,rachelmcgrath@griffeencc.ie,Rachel McGrath,N,Mixed,Day,No subjects taught through Irish,N,N,MULTI DENOMINATIONAL,Open,1,15,16,53.3285267,-6.30491,,,,,,,,,,,,,,,,,,,,
308,81001I,Newpark Comprehensive School,http://www.newparkschool.ie/,Newtown Park Avenue,Blackrock,Co Dublin,,Dublin,A94EV70,12883724.0,office@newparkschool.ie,MR. DEREK LOWRY,N,Mixed,Day,No subjects taught through Irish,N,N,CHURCH OF IRELAND,Open,402,461,863,53.3794304,-6.248254699999999,CmRaAAAAJW_AGJ2EJ7jNxJgikm36qOX4ED0HbKm5RmGk5PSMDlhOgbixClOmr2sxyWxsoKkP7r_24nz171BfSJLx-69q-EeGXtWhGRBsf6YUEI990qm6d5RqyDXhAFelOcSsSM27EhCjJlVz-6WqtEM20gL5uOcnGhQMnFMUm_TCx9G2-vTtsDaS36FzxA,CmRaAAAAGC9_lCO7ZoBbM1R6JoRQ6W5jGQuS_al9sPhAj55hWy7NQui2NYjoniM_Lfi08uY4mKM4UqNa7hZVi0KLab0IbF7hrB-p2uAN2qqZRlET-tGAgmP5FvzAINCRcnc_cpMKEhDkBxcicyIoOfiebAJRN6WiGhRfgJsDg-nlM8WP4Yfrb-lojwNFcA,CmRaAAAAJj1Z5mRcUFMjdX2x0Ouv7A2NPxJdKSiB_oay_L28WDC-DzJO2mmNhGIQk88nrM8i_bjUBzommBaK0cJeHhXuoANkcfRhBtj_KRwZtJL93pbXT0oue9BThZmBHEIzee-rEhBmNb-73TIa9E3f8wJsbngPGhSdIdG5b6-gn1eqeRE8w8G_Suyc8g,CmRaAAAA6sjUrmhhbuRcJRofETQFFrHzGuG8a2OcdEdc-7H2uXWmJ_HwjdvLwfdAPO4zxkc8eSZSVfSwOc-rqHn-Xl2uTIbGet_AgGyps8daElON0VL1sCYTMQC-HCI6vGovphVsEhDwDPBrA-HRUmreamXA-2fyGhQDGOCXL5yWx8ciOMC_dlbStw4-lQ,CmRaAAAAW4KwQTsggzg06mhzBcAxek4gzJu4cm93VkjgKIdlvQKL2L5PpRGegMJVPKSD63xgc_mSoVfY4We_3Mb-3oL6Q6gxX7L1YOYMntfObgMrkjuAFX1IMie13tCcn661usXiEhBbwMfK5Y7z3l10TUjQiYVdGhSNSsLCsYpXPsH18R_v44c2stbXfg,,,,,,,,,,,,,,,
309,81002K,Mount Temple Comprehensive School,http://www.mounttemple.ie/,Malahide Road,Dublin 3,,,Dublin,D03DX79,18336984.0,office@mounttemple.ie,MR. LIAM C WEGIMONT,N,Mixed,Day,No subjects taught through Irish,N,N,CHURCH OF IRELAND,Open,437,449,886,53.3838442,-6.2400965,,,,,,,,,,,,,,,,,,,,
