Roll Number,name,official_school_name,website,Address 1,Address 2,Address 3,Address 4,Address,County,Eircode,Phone,Email,Principal Name,DEIS (Y/N),School Gender - Post Primary,Pupil Attendance Type,Irish Classification - Post Primary,Gaeltacht Area Location (Y/N),Fee Paying School (Y/N),Ethos/Religion,Open/Closed Status,Total Girls,Total Boys,Total Pupils,Placeid,Lat,Lng,Photo Reference1,Photo Reference2,Photo Reference3,Photo Reference4,Photo Reference5,Award Title,Project Title,Project Category,Student(s),Award Title2,Project Title2,Project Category2,Student(s)2,Award Title3,Project Title3,Project Category3,Student(s)3,Award Title4,Project Title4,Project Category4,Student(s)4,Award Title5,Project Title5,Project Category5,Student(s)5,Award Title6,Project Title6,Project Category6,Student(s)6,Award Title7,Project Title7,Project Category7,Student(s)7,Award Title8,Project Title8,Project Category8,Student(s)8,Award Title9,Project Title9,Project Category9,Student(s)9,Award Title10,Project Title10,Project Category10,Student(s)10,Award Title11,Project Title11,Project Category11,Student(s)11,Award Title12,Project Title12,Project Category12,Student(s)12,Award Title13,Project Title13,Project Category13,Student(s)13,add
91315O,Scoil Phobail Chuil Mhin,Coolmine Community School,coolminecs.ie,Cluain Saileach,Baile Atha Cliath 15,,,"Cluain Saileach, Baile Atha Cliath 15",Dublin,D15FW97,18214141,principal@coolminecs.ie,MISS PATRICIA MC PHILLIPS,N,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,478,590,1068,ChIJZxbEnbNyZ0gRoPcRGFPJ1xA,53.3886899,-6.39567,CmRaAAAAGuW1HyZtFWuLY6d7iUgts9ErDQVCQ1WcknTfBvICObwzJ1Y1tnetblhfSFQPwnjmsGq8o3QCy4n5sKy3FpAxoqvXJJHSbZ1sE6ma1qHEj4Kxzm-VemvY_ViPfvrm41GwEhChNBedSqnQa5mrlF9THRG4GhQVtpxJDW8MQcEahIw0uzOFNHyObA,CmRaAAAAnsFl8ToJx49HTNGBpyLM9SQqkGuMvOKWjyO_vXjq3IFTEIOVLeiyPSSGhSEFvEkczjiPDC-9-A7S_SbMBzatEXS931iQq-Fu43WJFxcT2No34qMHuBt9YUuXcunl4EqtEhAACa4lCCGTj1IN1ko375AUGhR0wAVGcmFND9QuJpE_gF2oXDxbQA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
91316Q,Blakestown Community School,Blakestown Community School,blakestowncs.ie,Blanchardstown,Dublin 15,,,"Blanchardstown, Dublin 15",Dublin,D15F978,18215522,admin@blakestowncs.ie,MISS EILEEN O'CONNOR,Y,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,245,233,478,ChIJL4DBH1dtZ0gRq6FqjImRNQE,53.3959068,-6.4029706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
91318U,The Donahies Community School,The Donahies Community School,donahiescommunityschool.com,Streamville Road,Dublin 13,,,"Streamville Road, Dublin 13",Dublin,D13YN77,18473522,office@donahiescs.ie,MR. PETER KEOHANE,Y,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,260,272,532,ChIJhbHnVvcPZ0gR5Le8guTEndo,53.3929374,-6.1732944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
91324P,Portmarnock Community School,Portmarnock Community School,portmarnockcommunityschool.ie,Carrickhill Road,Portmarnock,Co Dublin ,,"Carrickhill Road, Portmarnock, Co Dublin",Dublin,D13F766,18038056,office@portmarnockcommunityschool.ie,MS. EITHNE DEENEY,N,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,404,495,899,ChIJTW5F1OgaZ0gRetxSKypfEVc,53.432983,-6.136733,CmRaAAAAuA6qwZxusxmvALHyi5izNfsrZzSITAnzrtn7K4ResbUac2WYDvK9L2y8W_Qv1nlbNhasIasNE9TiWUgCde59tsVZsKuE3GM1IIzjXpzRz9oEOfgH1B5vif_8vBUmwuOVEhA-DEJGQVasqzZj0QMt1R0QGhTI82FBsNudVTJR6ADtN39mvikvuQ,CmRaAAAA_PtNTWGn46uzWDoVDXW7_sHgxlGH0_87ydnRq2tyc8qoAWQp3cZKNkVyUL7cib1H9Kx5s4BnXKkIg6SrcEIZlmRZRZw9BWhJUKmaRkApaPboNnpQqtDF3ei6CTHRBnNAEhCBTDvcQLMae9qF91t10kToGhSLEiwAsLufg4v3FzCzLnNh6zs8Gg,CmRaAAAAn-wd1SuYad2QTEaSRrm643G66UwP_U0bQKqAa4U9Jxm17jd-KdXJZqu8wW832i7pMW83FyRfhM1-sp5_ipsMFc3PxQNVJyZmeImMMbX-1_aSXZzPnKAGWIGNoZLJcSdBEhD8X-JXLHNF84dO-luFWICYGhSy_i17YeZgkrPK-V3ylZWvnTynIw,CmRaAAAAT7Ct0zwH25GGl0ZgE4HIyW_GEtowqirszn4mTsUS0L6TYhpkolVw1wOi1txCuU1iCn_jL3yBxbtzHPACFPmEANX2aWVuX5rYvBVkfl_gq4SMNB0A7IVANrXsB-ke5LJ1EhCKq-vXyXA3Y18kSKtCrKMLGhTEvP9PIbVryO4kUnuxgRzMorRr7Q,CmRaAAAAsCZXjv__oa8VIziVaB5lp6QLev8Zu_mRS5yBl2plV7BYWcjcm3AnzBKMcWHCDfgP3F0YkRc0YoRAY_U6j9j4nNw6F03b0_f1zrs_qdxrCTZG0kH9RsDMXfgcYdyKJ4Q_EhD3lg3vnAW_85cXgHOwEP_6GhROmYT9X9cjENunPMjBGuXrIbg5Uw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
91325R,Malahide Community School,Malahide Community School,malahidecs.ie,Broomfield,Malahide,Co. Dublin ,,"Broomfield, Malahide, Co. Dublin",Dublin,K36PR28,18463244,office@malahidecs.ie,MR. DAVID HAYES,N,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,612,618,1230,ChIJ9044O44aZ0gR2UOBS1r-yJw,53.438265,-6.1526534,CmRaAAAA41C8Cj20z7LJ0TlUDkS7i0G0VHMNC_6EWz5W9R2fxeq9Kwuwe2GSeNq5SabFiDW6XNAJWJUDYlma4Iyh_IG3ZJnEjx7Inf7Lu4ppaqzNZoI4BJwohrgaRJAa7MCajbEVEhAONkfY7X9OQu31RkOLmINxGhQ4ickHiuHlN1cn8XB2ck6wvfWIFQ,CmRaAAAAUGrWpsgD4r5aJtsY5OztoAO80xoTe-_WsHHNr90VmuGCSYVpz6_elyl5oyingNlQD79WNETrsho2sERq533Hn86TrxiQNn2BOMRt4o-sMoIJ4Em1JGACCm3nHBjs9TkWEhBgM1z0U0ztka9F0gRk1c4JGhS4hl1JFCXlLQwDUNuBfJzbPdFrJg,CmRaAAAAMZKbCo30mdO8iztc6zntXNfaag4dlZTUoOrHh-TTs63mn9joUvnzGS9rLM6z6otEzbnTN9Ur48VRqe5cazxqhxpj2O7IIuisXaB4AbWKaY0ENzApxTqLomgMpFDC-y-sEhB0jZwg1bbq-YFs2Az7gZe0GhRqaVmSAOOdl_LVg9MmrWuggq3RtQ,CmRaAAAALE2Qih8nu28sVrfqpwun9Eor_EeoJ9Ao3zRk1YxdZoEgB1EBx0fzWxSyYSqtlvcq1ib1aFgfBWDGh77j0oERHGTN-NrIGX6PRP-Ywo4zuisvQSy5LleVPVYKDz21KNWoEhAJZ-iUppudh7K0MahWRTVoGhSrZPRpZdZKosLazx4RiD9rOsOxig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
91330K,Holy Child Community School,Holy Child Community School,holychildcommunityschool.ie,Pearse Street,Sallynoggin,County Dublin ,,"Pearse Street, Sallynoggin, County Dublin",Dublin,A96E0C9,12855334,office@holychildcommunityschool.ie,MS. VALERIE MAHER,Y,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,104,139,243,ChIJhclf1NQHZ0gRqkTi7pewHJk,53.2760519,-6.1365292,CmRaAAAAxQo22I5FX9kxHO9ksNUx-SvlYZVJ5CykaXIQRKGGmnkSHHykGovv61YfQ1hJ4SKvx-RDquKHpICH4D_S8plPuam-A7CQKaumRdivFKtwADRxHJ2iMFUJdN-tbJU931WlEhCStDVtwGGpfjkw1sCjRaw0GhRRo5v0eXzrfyEwxYS3GIn8KiyrSg,CmRaAAAA69fi0LVzZm5UjS3tXQRjfBcmOgbPnvY7xWGw5RDvgE86fMrgsVweePr0SDxqHk8VoRzr5eqs-VpaxObaHgq7QmlJ8Y0KOE_H-J-flV9Q0U2SYls1xS_Mib4TQvN7Ii1bEhAM6XOoEhd9rj9ElqOJabEoGhRiDhYJYRMzsqp68qSPGvunwnD8XA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
91332O,St Marks Community School,St Marks Community School,-,Cookstown Rd,Tallaght,Dublin  24,,"Cookstown Rd, Tallaght, Dublin 24",Dublin,D24VW22,14519399,stmarksoffice@eircom.net,MISS EITHNE COYNE,Y,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,430,411,841,ChIJXTeQjLt0Z0gRkDNvoIDJN4M,53.2913798,-6.3887968,CmRaAAAAQgW9NOuEeU0VKUT9Ps7gLlfsC8ppDPmfIUpf-EubewPcJX_69xZseGi_htby-ahmMOkTQqi_BGS0SoID7KLjo_1jptb-WeGXicD_b0vMgf5mD4oXPBJA1kt8K9OpWv8pEhBhr0LPffqBJoXBq-sDJbveGhRKdz4OM_ZqHm9MIdBcw0uLrL_GIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
91335U,Tallaght Community School,Tallaght Community School,tallaghtcs.com,Balrothery,Tallaght,Dublin  24,,"Balrothery, Tallaght, Dublin 24",Dublin,D24X759,14515566,tallaghtcs@eircom.net,MRS. TERESA HENNESSY,Y,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,354,441,795,ChIJHUhGdWoLZ0gRwQELStu9sSQ,53.2938464,-6.3378926,CmRaAAAA5YKzdapa-3oCdBezEEKS3LcSSKJGnHym0a5Rao8eQmkkPreOpXdL5yTqNnIBmIcnmLpmwKqrHvzfaEs2ZlEDpNdauqMSe7ncD4lRtydqaaP1AWvQoO6ewmyugy-e8fTbEhA3Sir5OSHmJ8gBywDuJflKGhRThMQPb_Ub7c94CdzDPI8_oPId7Q,CmRaAAAALjVy-MDrW5EY1TzA5uZZUETA0albY0U5NogFun8UUqRRdrhmGj8Sw5CbfpzChJB8x3gk8UPplGmJFNcTE2MWaWWIgLBZjBPjnSxw-ngcZ93lIYDpY5v4Ruga1hQJSfHPEhCw0EZ-fZ5oTgNp7z-mWdryGhRrDV3q7x66r1LqcnetOvmTWfWkPg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
91336W,Old Bawn Community School,Old Bawn Community School,oldbawncs.ie,Old Bawn,Tallaght,Dublin  24,,"Old Bawn, Tallaght, Dublin 24",Dublin,D24HP38,14520566,obcsdays@eircom.net,MR. PAUL CRONE,N,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,463,451,914,ChIJw5IlT8p0Z0gRcBYfdhj4B9s,53.2832867,-6.3711983,CmRaAAAAGNu1pYJrtSjOtQt1yPXeJjLGbaxePuu4AuKy7YaKwsUugvLeozY5k5Db9wAcCHVawFhushM__fYrcty6dOwSJIx4lI_V3qm14kj6GJwgkv8Yd8VR0rbu5jUrUGOcEZJKEhDnE2Rh3QRdTHYjspBs-_kRGhQxpOdtSEhLrhppa4kgeA-OAfPgTQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
91337B,Killinarden Community School,Killinarden Community School,killinardencs.ie,Killinarden,Tallaght,Dublin  24,,"Killinarden, Tallaght, Dublin 24",Dublin,D24RF70,14527447,mainoffice@killinardencs.ie,MISS ADRIENNE WHELAN,Y,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,230,240,470,ChIJK_0jHel0Z0gRNVHn0JTREKc,53.2761232,-6.3970421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
91338D,St Aidan’s Community School,St Aidans Community School,staidanscs.com,Brookfield,Tallaght,Dublin  24,,"Brookfield, Tallaght, Dublin 24",Dublin,D24XA46,14524677,sacsbrookfield@eircom.net,MRS. KAREN QUIGLEY,Y,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,205,263,468,ChIJnz6iw5N0Z0gR5ipLfXsDnKU,53.2869283,-6.4127763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
91339F,Hartstown Community School,Hartstown Community School,hartstowncs.com,Clonsilla,Dublin 15,,,"Clonsilla, Dublin 15",Dublin,D15X049,18207863,info@hartstowncs.com,MR. JOHN BEAN,N,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,538,595,1133,ChIJpT5Wl15tZ0gR49dvIr-fCrM,53.3966908,-6.4163265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
91342R,Pobalscoil Neasáin,Pobalscoil Neasain,psn.ie,Baldoyle,Dublin 13,,,"Baldoyle, Dublin 13",Dublin,D13F9K2,18063092,office@psn.ie,MR. PATRICK MCKENNA,N,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,260,469,729,ChIJMTVS2DsFZ0gRPrpBVOt2QI0,53.3920796,-6.1310121,,,,,,3rd place Junior group,A stastical analysis examining why the prevalance of Lyme Disease is more common in the south of Ireland,Social & Behavioural Sciences,"Amy Molloy, Roisin Finnegan",BT Qualified Projects,EchoCopter-A safisticated prototype of a model helicopter incorporating a built in Ultrasonic Sensor to allert cabin crew of nearby objects in the flight path of an aircraft.,Technology,"Robert Torley, Scott Taaffe, Josh Hand",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
91343T,St. Tiernan’s Community School,St Tiernan’s Community School,tiernans.ie,Parkvale,Balally,Dublin  16,,"Parkvale, Balally, Dublin 16",Dublin,D16KW26,12953224,runai@tiernans.ie,MR. DECLAN HUGHES,Y,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,189,167,356,ChIJA8ncOnAJZ0gR2hgfoqgUcXI,53.2816791,-6.2387565,CmRaAAAAHt1227L5Ygu8c-JFcTu3kKnGLAsRTxcSiLVvKdaDxk_Yngc4TC6MJChAcBOE8z5FR1ryItRholVpLkfysJgIk5CWyV9rDb9d9haYpq1_HwaCjJpWcK-WXHu4PDRbZaovEhAMRBcdrrse5fNymd0FgRylGhSbhn9ONM-gwBuncTvjAf9toG2plw,CmRaAAAAFMlqfLHyEFrGBUCsaNfN3cnhY1fEk5CXcXhW2N3ei5bNsRhs0W6hwYiEhqeXHAAykQwAqTSYfIqy64QpCTIfmikHpzXl-jzdPudbU71OSGF1mhrSZTWcCvOnowXx7vgLEhAySuv8VRli2ZMKrkZmD0EIGhSfGZ6gfL4_4kl5pgmMIMrsCoIWtA,CmRaAAAAEs8JmaN79z2Bpf7TCh_a7GYxrVNCrcFxe8sFmOMyEYIN_CCoOE6kPKD5fw8-qr4BLr_-v3QMXDKBA-wm38OewOKZ9ZUwF6nyx3NZ_NnFsEvbxO1xyrdyy2cqMm0Ws9H0EhB3JXd9kPfkvpsUSp3SpYAXGhTVv-No-25wGXcIcMPzgdL5DFCWPw,CmRaAAAALs18GM4QpJB6HMM8MJ1XQsLNtoRtRFh1Q2OUNW4ixn0CduKdWRG_aF1pQORWmBzwQI3yMh25D9qmUK2bpyqMPRofFD7VDhZfx4lCF6AFJOpAjIutZmNkux-tQCRzNU69EhCjbcaMjodv4b40ZdyeJA_4GhSG_EFrOTvCtkRgKqCyYEVJotCqgQ,CmRaAAAALhfolDfZJ4u_aOG6tg3a7h4NwHWUFkYcEW6kgOq3zRdb5MyrhGMpJFgO0jkuvZU06huWZYbBqDV1E527WCvVmyM09UUtp8eULPTx8kiEu9FpGw0kIbKdS-aqhrObbHsJEhAvd1nh0TTGzxYQ_EulsAlSGhTpNIcBl1HjxYfBvdJ8Gxr6F056Ww,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
91344V,Rosmini Community School,Rosmini Community School,rosmini.ie,Grace Park Road,Drumcondra,Dublin  9,,"Grace Park Road, Drumcondra, Dublin 9",Dublin,D09H020,18371694,info@rosmini.ie,MISS PHILOMENA CHERRY,Y,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,48,97,145,ChIJ7csHZUIOZ0gRJKCA10az3Q8,53.3710821,-6.2450121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
91351S,Bailieborough Community School,Bailieborough Community School,bailieborocs.ie,Bailieborough,Co Cavan,,,"Bailieborough, Co Cavan",Cavan,A82P585,429665295,info@bailieborocs.ie,MRS. MARTHA LIEVENS,N,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,311,318,629,ChIJjX5mAp2qYEgR2FjKHkqdXt0,53.9135139,-6.9735109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
91356F,Tullow Community School,Tullow Community School,tullowcommunityschool.ie,The Mullawn,Tullow,Co. Carlow,,"The Mullawn, Tullow, Co. Carlow",Carlow,R93DT20,599151473,info@tullowcs.ie,MR. PAUL THORNTON,N,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,332,299,631,ChIJm2ZM2hNfXUgRt7UmIdmHVSE,52.7993735,-6.7323445,CmRaAAAAMdUzNYMWIJjRRO1E3s-D5op6uTNWQLGGWg7i4IrbDpKrStkaCskNtNl3n44tZO_DDSv7gA7HnsF5dhP4XMMGgk-b8kJBhaCQEMB7CwNKziUNMWHl_13cl2j_VYHltrcMEhACfpgExmdKJvsPlFHBSZSQGhQ_lsOeWk_LptoZgv7DrHeho_bQXw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
91360T,Community School,Castlecomer Community School,castlecomercs.com,Castlecomer,Co Kilkenny,,,"Castlecomer, Co Kilkenny",Kilkenny,R95AF5Y,564441447,office@castlecomercs.com,MR. SEAMUS O'CONNOR,N,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,270,289,559,ChIJBwv9vzc-XUgR5smoVCN1Ois,52.8037899,-7.2156982,CmRaAAAAFLkkuVdp-XbsjNjLMTQ9ILY9ELzwqSzpx98U60soPscU9Gvc61mqOpTVh7H0aJXVV7D_GREUP5-fOxQwXFZAJIoaKQMhMUlqv7OiNTgKqGxESAyhEFkuJdM89cb7ngv8EhD4372SoqTW9mL6IaS9iZRgGhRi11HdOOWhXQw2352SyPeTheThTw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
91371B,Leixlip Community School,Colaiste Chiarain,colaistechiarain.com,Celbridge Road,Leixlip,Co. Kildare,,"Celbridge Road, Leixlip, Co. Kildare",Kildare,W23RW14,16243226,info@colaistechiarain.com,MR. JOSEPH SWEENEY,N,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,294,344,638,ChIJzUObvYpxZ0gRMPxW8ZdHE28,53.3641176,-6.4989427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
91372D,Scoil Mhuire Community School,Scoil Mhuire Community School,scoilmhuireclane.ie,Clane,Naas,Co Kildare,,"Clane, Naas, Co Kildare",Kildare,W91PD79,45868121,scoilmhuire.clane@gmail.com,MR. PADRAIG NOLAN,N,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,571,584,1155,ChIJUXO_J1AOZ0gRyloY3xqBng8,53.2918225,-6.6980338,CmRaAAAA_ijclqlzoHGChYTnJubfYDN84vIafW1EzbzceOkJ-jytwa3YgELILiDbdoUYu7CY-AMX9pqplQUcFOARK-MevHj9_jlLObkjQQralkIWUK3ugUB8Ii3xCfrva-iwZClzEhBHuBCuRu8tqdJlvJ-mQPMpGhQJTJIVbboaq-sTwrltV_u4dbdGDg,CmRaAAAAj0UNNPo_UfkNwauVuudCBsmAu_m-HIiPSYHb08hqxyQXcJmgw6t1ynFihhbgS0OwRbOD9SzweqBMNNZPNfQAlF75bus8vGo7RZoU6qDHhiZnb2xUPhZTuF13j3LJk2q0EhB8x3loDWY0H96Bghe_7MBMGhSuMFMSr_s87lJRLBbXVwEGjKGA-g,,,,BT Qualified Projects,An Investigation into the Deposition of Metallic Particles in E-Cigarette Vapour,"Chemical, Physical & Mathematical Sciences","Gráinne Lawlor, Enya Nordon",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
91386O,Ballincollig Community School,Ballincollig Community School,balcs.ie,Innishmore,Ballincollig,Co Cork,,"Innishmore, Ballincollig, Co Cork",Cork,P31E030,214871740,Kathleen.Lowney@balcs.ie,MISS KATHLEEN LOWNEY,N,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,398,385,783,ChIJzQ08hm6SREgR1vo78rhSJ7Q,51.8904215,-8.6018804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
91387Q,Beara Community School,Beara Community School,bearacs.ie,Castletownbere,Beara,Co Cork,,"Castletownbere, Beara, Co Cork",Cork,P75AH74,2770177,beara2@eircom.net,MRS. MARY O'SULLIVAN,N,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,149,163,312,ChIJM0LpiEx-RUgRJMwY5MahMsY,51.6476511,-9.9135981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
91388S,Carrigaline Community School,Carrigaline Community School,carrigcs.ie,Waterpark,Carrigaline,Co Cork,,"Waterpark, Carrigaline, Co Cork",Cork,P43XE06,214372300,info@carrigcs.ie,MR. PAUL RAYMOND BURKE,N,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,581,563,1144,ChIJc5ycxsqFREgRQNjCQDXFlGw,51.8180177,-8.3865783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
91390F,Millstreet Community School,Millstreet Community School,homepage.eircom.net,Millstreet Town,Co Cork,,,"Millstreet Town, Co Cork",Cork,P51CA34,2970087,mcsmar@eircom.net,MR. P PIGOTT,N,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,157,137,294,ChIJc4l_sCncREgREysRMu6falg,52.0623182,-9.0689648,,,,,,BT Qualified Projects,An improvement to the ranking system for Ireland’s second level schools,Social and Behavioural Sciences,"Mark Casey, Eimear Corcoran",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
91391H,St Peter’s Community School,St Peters Community School,stpeters.ie,Passage West,Co Cork,,,"Passage West, Co Cork",Cork,T12DX46,214841599,office@stpeters.ie,MR. DEREK DUNNE,N,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,180,169,349,ChIJcUCizGGDREgRZD3g6MWvb4E,51.8662938,-8.3402873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
91396R,Douglas Community School,Douglas Community School,dcscork.ie,Clermont Avenue,Douglas,Cork,,"Clermont Avenue, Douglas, Cork",Cork,T12HF77,214294201,admin@dcscork.ie,MR. JAMES LONG,N,Boys,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,,541,541,ChIJP5P5uVCFREgRX6_NnP1UZHg,51.8784662,-8.4417769,,,,,,BT Qualified Projects,Sunflower Pith as a Packaging Alternative,Biological and Ecological,"Jamie O’Callaghan, Benjamin Velon, Eoin Cottrell",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
91397T,Bishopstown Community School,Bishopstown Community School,bishopstowncs.ie,Bishopstown,Cork,,,"Bishopstown, Cork",Cork,T12KP78,214544311,office@bishopstown-cs.ie,MR. JOHN FARRELL,Y,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,130,171,301,ChIJG0ve9diRREgRahZ4yC8dJ2c,51.883586,-8.52476,CmRaAAAAU7xUiVbxReSbBfo7yCnO6SGLtJCH0UA-qv85E7IVYbWXuFoNpVzvt154Qu2HGvH2LysDp2wL8JRafwr4TAxysWkWtcA1sFWkE1eeaJk6eJGlIR2rYGd4EKqgAv9-IUb6EhDb6EYs7t8s7duNy7EEoF_uGhQtplStALJGlwCxsbLJFx3ECgWElw,CmRaAAAAN3PSL38aEWQaSZZn7V2rPsO0do5_NibOgIrkA5nkHic3GY1ndnXFjbHpRDjMyfxdI-Vd0-YALk9nMKtQglELYqKThhop0fJDrP1Kympg_oQz97VdO5DcSe8s0WnL0rvkEhDY_PwUOjHCEL4qCpOcSAqBGhRd_3Nh6cVCda9uAH4mXBgErC9BUg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
91400F,Mayfield Community School,Mayfield Community School,mayfieldcommunityschool.ie,Old Youghal Road,Mayfield,Cork,,"Old Youghal Road, Mayfield, Cork",Cork,T23DP95,214506855,admin@mayfieldcs.ie,MR. KIERAN GOLDEN,Y,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,106,208,314,ChIJuzmVipaaREgRe7OHDk8NSQs,51.9125599,-8.4436422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
91406R,Carndonagh Community School,Carndonagh Community School,stjosephsfoxford.ie,Carndonagh,Lifford,Co Donegal,,"Carndonagh, Lifford, Co Donegal",Donegal,F93VK61,749374260,admin@carndonaghcs.ie,MR. PAUL.I FIORENTINI,Y,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,517,512,1029,ChIJjQmgs7UBYEgRmBIfwDr7W88,55.2498022,-7.2703378,CmRaAAAAP1JcRCuK_1HhrevtEyuYq0P_V_Mjsg0qG3yrDgSdlwlyoF9yJL4TdnmB_y4eyF5bqR6ruSxiF7A3AFgvacMzrI162CTvd-7hQrLYLi6AIZSzBIKinLDs-gsJih3Oi8TwEhANAhRRLglasTHlOuW1b8fbGhRucZr_ce2c0aRCwgcUvUJ_cg2ZTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
91407T,Rosses Community School,Rosses Community School,sanctamaria.ie,Dungloe,Co. Donegal,,,"Dungloe, Co. Donegal",Donegal,F94NX79,749521122,jgorman@rossescommunityschool.ie,MR. JOHN GORMAN,Y,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,171,235,406,ChIJjXp1bVJxX0gRSOK8QlwODms,54.9495334,-8.3516908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
