,Roll Number,Official School Name,website,Address 1,Address 2,Address 3,Address 4,County,Eircode,Phone,Email,Principal Name,DEIS (Y/N),School Gender - Post Primary,Pupil Attendance Type,Irish Classification - Post Primary,Gaeltacht Area Location (Y/N),Fee Paying School (Y/N),Ethos/Religion,Open/Closed Status,Total Girls,Total Boys,Total Pupils,Photo Reference 1,Photo Reference 2,Photo Reference 3,Photo Reference 4,Photo Reference 5,Photo Reference 6,Photo Reference 7,7,Photo Reference 9,Photo Reference 10,Photo Reference 11,Photo Reference 12,Photo Reference 13,Photo Reference 14,Photo Reference 15,Photo Reference 16,Photo Reference 17,Photo Reference 18,Photo Reference 19,Photo Reference 20
417,70680U,St Conleth's Community College,http://www.stconlethscc.ie/,Station Road,Newbridge,Co Kildare,,Kildare,W12C432,45431417.0,stconlethscc@eircom.net,Patricia O'Brien,Y,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,259,218,477,CmRaAAAADJVo8Scl62EGpjqY9RFDcS6iA76IKMLK7QCc69lTmGih1Rgamz71VYduGt-UWupOTBzG7pQPchztqSDLh5SkRW4b5vzLc87Q_buJOfNOONiNMwi1RVAyckqBzpUZf01QEhDgimgoX5ZWPhdS62PM5ydsGhRDGjAet0VYmxAkuvWtJBgkl6nosQ,CmRaAAAA3Z6vOvXp2YZAdb3_9n3E5LGyS1crPs97KIWxNBqCAE6DPSaQ_LxWfzYrYFdWSRuHu558bJXBy6pH3Ee30TnNHLt62O9dtpXxSnsaf5FafQlqiD5afyUQ1fq02Eis-cOhEhBXyqP2DQ8RWAUKObaZMeSzGhTcVCmqa1k-RCz35Z6TnBN-ZumAjg,CmRaAAAAH6VI5JkhtENI1f4Mj0CfGCsZ0ze9P-BmjFAQ0owfGV2wfvm0PqYf_vxbAJmEdcUq9pg0ZtlubwWd_ED70wvYDgOZjP4EnVy9JIHzO_DxVX1ATjNziCCeH4aXrXFgjvHZEhDgLQiNKnIQ2vz_2KXYlte2GhQaEErCMXF2CROL0l2hknQi2ljvVg,CmRaAAAADURrHi-roD_GqyCTHLHvKtKkUIXuqCR2StnVL4sxKDhOzfsQYBSYYoLTsziN7WrJA_FnrNc4tRUck4UB2YEDN8RhoG-U8bWlHF1bpVkwuLESF0mfRra__L37PFnkEtH3EhAOZMrpStyn3_NsANRFTpCmGhQpSPdQbivCgrGBzDSttPHA_SZY5A,,,,,,,,,,,,,,,,
418,70691C,Confey Community College,http://www.kildare.ie/confeycollege/,Confey,Leixlip,Co Kildare,,Kildare,W23VH66,16245322.0,info@confeycollege.org,Mike O Byrne,N,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,320,429,749,,,,,,,,,,,,,,,,,,,,
419,70700A,Maynooth Post Primary School,http://www.mpps.ie/,Moyglare Rd,Maynooth,Co Kildare,,Kildare,W23HC66,16286060.0,principal@mpps.ie,Mr. Johnny Nevin,N,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,528,571,"1,099",,,,,,,,,,,,,,,,,,,,
420,70710D,Piper's Hill College,http://phcol.ie/,Killashee,Naas,Co. Kildare,,Kildare,W91RW14,45897885.0,principal@phcol.ie,Mr Colm O'Connor,Y,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,483,514,997,,,,,,,,,,,,,,,,,,,,
421,70720G,St Farnan's Post Primary School,http://www.stfarnans.ie/,Prosperous,Co. Kildare,,,Kildare,W91W520,45868152.0,principal@stfarnans.ie,Mr Eddie J Collins,Y,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,211,246,457,CmRaAAAApJ1kPOC_WF-kY88Y0EH1ZTJN4jHtAHSKfnhpaQm13a_ly3chuzU4KFdDNGgknU6UdLsql7Kh2fIxEKGf297ltQz3bkJ7889tZzPV-Y_2dj3Lp0H5_6_DMis9U_pOKlEuEhCvsjZH-LdC6mSKltOoWz1mGhSoAEnvlT_KWcqjXOm1FoSVplgusA,CmRaAAAAzfyfDAZh78rnhKDrH8Q_ApmFR3VDnoquaNSsaEshLSJ1mvugv6Mc6kCBiIdT8DwXzWHnzIVoFmQMpMMK-cDXX0_ryZ4tMbt7ToZINg61tMz-7nEJrliKy79YcQbJyQnfEhAfLoVYIv5ogXxdrDDXj3U7GhRwzh2LxtznJ2p7o9537AYH3CXwIw,CmRaAAAAqXxQmGW-KPFJ-4oYd8GRKiGhlH_HB9-OM8HAd8JYnFe1YMD39AWYB3mxz5u7XBY6z7jzFVlutfPO9CCfUw_gtjlOoBtKay2-6LU5iMvHcyuINCqlQSAxATjl0fjygT1gEhCUgDhdrjFcrsQUtek2UoAVGhS-0qZc3xF116u2ChCY81jfYmeKdA,CmRaAAAA5BCCyV5CsrIHrR4Qcnye0zpRBn8cNV4M4MHWZXe8JOBu0NmSQtcUhbBIr4bbI60dhq1xZUuqsRDCAPpNK_g6EopULEV5jrI8Qh8N7VnCn3VUHPC_ylh1eQTburU8QgGuEhBeu7Mfv_501L_591soM9iaGhRCZdWkRYT6Ppo_zuPMvOJjmlL_nw,CmRaAAAAOIOneiJrpu9uA8d5OHxiqSzplj8BtL271Y-_hMJ8qOwQZIERuXMzXIHCQahWhpLewfjvhKqtZXegurBed5J8QoGom5o3X-QGzf34vDgzydIlfZnj0pOUuH63CRZ9uE6AEhAMnG-LfLKVhCsPTbEn8tAJGhRyjW3vtS_ff3V14NZzrWUVKJP3Kw,CmRaAAAAfj_7obaZ6G9n7kdhYFsX_l3UIg9K-QkvFIZtiyTIVxXMS4Axd4Tyf0YltQP8qAfvfZbhqCxY5GofT5McIH_XLdztGVMyVw1DtQGd_dxuPKlZc1Pi_D6DSrwvkUXMB7ieEhAhPe0EGB0k5lructtnlHJPGhTGVJn7_YIPuyvU1-dJovvM_HO_3g,CmRaAAAA6VpL1230nLfl9fzrh5fnVPiELy-ica2yljXBFKuVeP4n0VkahcOUicK4KRKvALdnoqQX1xAm7GyuJIytYZXSVemInzedCUuQDpN2CzlUbOGgUGHM6ViUDBTG-NaX3fnCEhBCGRgiHiqlj2JdfZglzMraGhR-ZLoJWuOAsSBLgI7He_hC2rR3Ww,CmRaAAAAGiYrVmFWdaZfKQ72iWgfztwHwsPZUa1CgojpK3Znle7dAPDAP9QIp_Kya6KzXSv5fjlOvUTqUagTvDcRalNclsLIHkemNSCvM7VpsKvXnBuDhsMHM2IFMBydnPCT9JXIEhD5y-J73F6nTbqmPE3IfmgRGhRzFmL12MacQM1QC-m9J698qdv9Wg,CmRaAAAAJ74fDLqURmmW_FyjAN4g5kMpsNe255rNdG_qso0zBLGXww41CbK45JcE6790XJcwZTSY_CDlcr6BeHkTHLwDu_O1wczKivLbTXREFsFeJMoJr1oR9llouYB38j_SIma1EhCzSV3cxtpUYR1eByG1mNhEGhSv2Akuawiwmk4mKwPR-LqFbpATIA,CmRaAAAARIEYaWEXLxTPrUwMWOTk1fca8lHFi4sGt4B2rM07KLRxTzKFWK8_9W_W6-hmY0k7gT0CEQkfCgY1-OGcXY2lbMjWoy5-AJnw6RJjzhsqPUlHEzTyjjouOPEWWbMR1wVbEhDTLtUX45B4W09wq4dlNBLlGhTihVV21nNNPYjRbDwI1JJTJne8wQ,,,,,,,,,,
422,70730J,Ardscoil Rath Iomgháin,http://rathangan.squarespace.com/,Rathangan,Co Kildare,,,Kildare,R51DA36,45524384.0,admin@ardscoilrathangan.ie,Mr Paul Murphy,Y,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,379,342,721,CmRaAAAAJGAoUnZRig6_Wt8UZiqxTtZpAWl2Y-HyCFY0aJ9tMy1TH5idMXjWTyDsmMa9z2GRSyhVokFpGk5Ldmmai_44VM5p8IUzxWEc-NwAdz3O_XLLBNi3ptgwf8rzTgyXYcW9EhAIfQLoY_eHvWuA4V0l9LutGhS-BTTieY_1sAbvk8y1MedTlD66oA,CmRaAAAA1LbCw91_GAIf3FJD3ez-AqxU8m2_-21ONmJROpXiRKu-VROamJ5Jn9YLCqWvf1LGG5mi_vAh00L-93bRyvSUAucRrO5Fn0rzCASUfv_7uBSkmOzMWzx_lyGzsyu2qiVlEhCn9ILk4gAyIny6Zf5rd3ADGhTXjqg442cyAUA2B8baRhOyJrADsg,CmRaAAAAvIvTtSxNc5K3rvdRst1VGRb7MbZ229g-5u1nBQIfE2LHPLdhs228s7fFj1ErF_FD5bgqXzkMXPadJz9KRd27bao-0u23-rmo9UW36lo6_X_kdozGJjRyTBj1lpeDM164EhBXV6ZwEolaGX4PIEOk_SQcGhTsYHiVDIQQKKNoeimGHiz2Vm4SdA,CmRaAAAAzjyVL5eZaLlpj12x4khMzpCSJmTvQqa7DY1UlFKArcrmMIlhBqdoUpV-fSgWk4m8TjGYBy_JQbhw7DNeuBmQ-RvfZHe5bM6Vtyx8WivqfzaLEPiM8J4HU6V6oz1iq_cfEhDABPEgcM9c3mqmVE8ip6SJGhRFJKnDObB3vyeHcsB-xplzwUBVwg,CmRaAAAAeZzpd7w3w6qGy3-m79pLKzMyPgMgMOdWyMRA_vv5s7_DnDfm3fBpYI1QZegzBjJtbFznvKGRxDqZrMVBME65lCqVIE49aRITyxqcwMMZ_tow9v2aC3qxS0ShZRc-oNwZEhDIKaQ8kDexySJGl4jOdsCcGhQwoma2RGB0rjrWtdt_E3iqGLW8_w,CmRaAAAAadNoUrROGxqSXL90D7mm6sdWP2yInKNYI_m4Ojnsq-NaidrYQKRF1qHN73s_DliqzCu9fAU7jgFYMjALbcQBkUq9TGFMnqobqJwOxpOZcvlFlmpiTVOGjJ2ZqWSXJtfGEhDnlzg1tIab6MUMna3qx4BRGhR6tUjWuPid1CoinEkwfD9jILdLXg,,,,,,,,,,,,,,
423,76193Q,Maynooth Community College,http://www.mcc.edu.ie/,Maynooth,Co Kildare,,,Kildare,W23HC66,872720211.0,principal@mcc.edu.ie,Siobhain McCauley,N,Mixed,Day,No subjects taught through Irish,N,N,MULTI DENOMINATIONAL,Open,183,204,387,,,,,,,,,,,,,,,,,,,,
424,76194S,Naas Community College,https://www.naascc.ie/,Craddockstown,Naas,Co. Kildare,,Kildare,W91PD87,,naascc@kwetb.ie,Ciarán Keegan,N,Mixed,Day,No subjects taught through Irish,N,N,MULTI DENOMINATIONAL,Open,110,156,266,,,,,,,,,,,,,,,,,,,,
425,91371B,Leixlip Community School,https://www.colaistechiarain.com/,Celbridge Road,Leixlip,Co. Kildare,,Kildare,W23RW14,16243226.0,info@colaistechiarain.com,MR. JOSEPH SWEENEY,N,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,294,344,638,,,,,,,,,,,,,,,,,,,,
426,91372D,Scoil Mhuire Community School,http://www.scoilmhuireclane.ie/,Clane,Naas,Co Kildare,,Kildare,W91PD79,45868121.0,scoilmhuire.clane@gmail.com,MR. PADRAIG NOLAN,N,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,571,584,"1,155",,,,,,,,,,,,,,,,,,,,
427,91505T,St Wolstan's Community School,http://www.stwolstans.ie/,Ballymakeely,Clane Rd,Celbridge,Co Kildare,Kildare,W23RKA9,16288257.0,info@stwolstans.ie,MS. MARIA BARRY,N,Girls,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,739,,739,,,,,,,,,,,,,,,,,,,,
428,91530S,KILDARE TOWN COMMUNITY SCHOOL,http://www.ktcs.ie/,KILDARE,CO KILDARE,,,Kildare,R51D288,45535228.0,info@ktcs.ie,MR. PAT FLYNN,N,Mixed,Day,No subjects taught through Irish,N,N,MULTI DENOMINATIONAL,Open,417,465,882,CmRaAAAA1yvEheRLthNe9tvreJiyDq7aCh2lBgJHgI-URhGw6rVEoDuDvyNnRicTGRRKRLJ3J5F_hy3TZdhNJhdn_kxwxR-TAXwwd5Urz5dbcGuWjMvWtxcizUoq3jc2BU47tv7fEhATZE-qo4ECwGaWVI3brFgqGhTdsi1eI9ZWP98AM638cGmZ5VA90w,CmRaAAAA46Ux3lhL4SzqKy7217Gg_WMK2iSD3WCwD3HTlTo62KsmMeqNEb9flEG9Cdmv1qBzbKzzfn_TgwdrCKdJElZFEEmLdaZJdtKiRS6EWkGxMkvYLGuCyFQ-txirJqyRj-q9EhDI-oEk3bxdJcRI3rEYZtunGhQNAPiWlz6ph5o8f0P_KdZqfXWAsg,CmRaAAAA51s0JO5FD3rpAj7nmNu9Vi2sn7JvFfOUdV2_AcUgUeZSAyoj6znYg2aFWmkjpfXkarLNviLYqtrhSSs56ggwqEyM41-YXyRp5WzPWTTdjtpjXufxq46VTFuO0LRqnrgpEhDfwo-ipiKeMExcWBiA8b7aGhQjWEP_OF5r3AkxVTpCU-jOi0ij5w,CmRaAAAAi0BbTBK3ravUT0BcpeKZB8pZBeUyVlKFY8bSMLCfAUj9QzAsbk-FmzqQZ1lwjRabYKJyD7F5_RSAdF5uh-EiYICNMh566fEYPkJ5kICl7PuKBdAuf_uI53Gg18UVfoHXEhDl6FVEecocF19z7S8FEzSnGhQwDUHR8d1PDgqCZyj_kFGO66YjAQ,CmRaAAAAUVNCOkggEccKWrP8MWZxrg-665fCz5eyC9B78mfDmdzYz4oBUNty3PWUyaq9MV2gCA98CCQhf09o_8Tt193PbZGNdjeKH691F0d75wvBIuMX7_8PazpYRPVMRlbXHBM6EhDTFljLoGTxiSxM--N2WSwIGhTVHYFdO3yVFVXcd6vuPQH5VKjQ0A,CmRaAAAAK6GilGfS_9bopB3PIRjiJRfXHUrM42_EtUkgNzWKFdDhu1oshogkJXRRFwYnqJRl6N5GjuV8Oe4Fi8oB4HXnHfADWiLdYv1420EEpQVdsMOMOk-1j_0-I_DdezpPovYzEhA8jCHdVRRH6Wnx3J4vw4cZGhTkO6-U5kkYQvwLdV1QemSg2LeVHg,CmRaAAAARn2FzNOVV-0GsrZa8hhB8j-6He7RDUiPk2iUiZo0g9erku_Tnwh4e7X5WeVtZaIeTNd0474FCjrEv6hG6o_S0K80A9xhvZPNwcxj_flnCDw_pZXQvohm664650TdAA9BEhDzPQZzNR4HvnBg_oWq7-GZGhQ_81gFZPEMnMJjCrHh5bNPNSQXBg,CmRaAAAAulkDuyPNbJbt2GgCCwifSSbjM7ZZeBrVW4kcFmmc4n7iYmOEsxZ96IBZGZlTgFGE13N4nJ4ki1GfnCOet-xA559zngGYNoppmiRqrOKv7fnP9mNbKNcqPJ8_FIagxm8tEhByGKV7PMy4c5U4WlGKadc0GhQjbm2zVLfc_8uuwbX5yaWNNb4M2g,CmRaAAAAI5kUyntMSLIdIvYS7BpfknNyXxjF0Mj8MCPIxUBUR1bvow3a5zeb0onMgd_KgDvcwsggBLX_E2LG_WIbqCHEQzDfetBtyFjmg3maSYsj2Cak5z7nujOVqZUepzCpmTXmEhAis2Pbo7We8jqobVj-HH74GhSUcInwvDJaEienz-s7KCtC281IDw,CmRaAAAAt9vwyAbxZhDGYwOV7r8yKR_me44MogCFY0Lxx1ReF_zy97AIsP2wRaPf7k8ynWbTK7nKLrDHl9PzZ7-F0T3AmzbONHjRNUtwHKBmz3ciAa0DQQf-5Hl-WrpTOq9-SnfQEhDLBa35TLrcGpfpIydjS_9fGhSchi_DFz9UAYpvSwqh4nJdrBXZ8g,,,,,,,,,,
429,91614B,Celbridge Community School,http://celbridgecs.ie/,Celbridge,Co Kildare,,,Kildare,W23E768,,admin@celbridgecs.ie,MR. GERARD O'LEARY,N,Mixed,Day,No subjects taught through Irish,N,N,MULTI DENOMINATIONAL,Open,102,161,263,CmRaAAAAgmTkkoqfZrJFw1X5nCNtu9I660VnAbz5pEPGH6CJaOlZj5iExGDxmrpqV94lOZWpuI9P96FSa2yL2yIH4TGMSY1Sy0rELbZgMzHI7q9tBfUd2hNyDyCanRnUzrquWIUIEhDc8OqyQMhxEe0llaOCzb87GhSOWxsKN2kO2P1A9LCNXcfDJIgHnQ,CmRaAAAAdyJXH1st65iMhWbHwPGTc4BEr4VpNFqVuSwMMPjaOINdJU2pNnXQ7EAjSZNE_PFYyFtkc1bCXpZdjpA30_ai4ORnwvNcUid626XdPWHujMkfx8B5GP5_9Q1-AJ9jim-OEhBjS0_j9NHahXcncej7DaEIGhTDz23SoaBqEPBwHVdor9L8Y5sLpQ,CmRaAAAA7Jk4NnZABApijQhLTHT8hXkvEt7U97zqV83lX74N1hH6iGTFuxEI99IeCzLolc2EJ2Jso9_F_YZ8uLxUib0S3tx6zPJnh40EMDcx-V9-1CM7Rro-sRuJ9BiHWKE9rXjMEhCMnzVoeN3dgGv8Bp7_RG7dGhRK80Ui5uYbfMf9khrz6mMZyeDbRA,CmRaAAAAUCbaggaqP51W2jiSMRM7fbIOXbt1Wc-LU3uBF5uD807l-5VSloNZ0J0elNJJXWCqTqUY2cy_j51ehcRtzov4qSczAVzAWXLkoGo8gWpMiHm8Re0q0MIAWj86iAKKRIwLEhDeENqpJMFDNlp5KvUBglf6GhQt-yvBBWXadVGIVUY0EMVm1CFVoQ,CmRaAAAArwcg04bu9cpZGgRffavjPbcyB-onJyYrN58UUt_HCnYhI4xgYXtnAEovRBa-059LXKiq931J40oDUKHT-bTH7tDVjifdWnRcFeNa8SiAZJCrhQ4QnJcdFFoBgoHYi1bVEhCMai0RAbu1Jnauy54gv7VZGhR1xyf6wCmk5Cf_rWrGh8SahjHQkg,CmRaAAAAVGliyTKceZd48F_GDnDasCqaENcXLN5Uy4ryHsXxd1ZWzpuaAxJ5JqxLm1GusjA2ouOWh668lAkpLagv75w_kYNjqw58oeQIaf-vbOxB9SmIqbnKBXlqcbjtpBIXvfKTEhAjAcdB9TV_Ue1ueqtXgDreGhTB1ZRZD0sB180nWrBMNHxq5eF0Vg,CmRaAAAAdJZkM5x57OU4no0KlK-QYAVopPiA3HL20OY59mm2z7CbdZtyBRNCLDykdj0vJLAbPm_f3basEG9B9YBRwXkiAdADgANBmhEMJ2gB7DyfUJCeUG9j1ucOcymyYobQssT4EhDM_KDRG9ge0wTrtk1Jh7i6GhQouHiXUIEEvCvhCjmwuiJXZLGRqw,CmRaAAAA25vyqMNo8ba2Qx8vzYkgYTiHpdMY-RLRUq3YdWfE4TGmQ19KS3ayOwa4HaeKsssfKZwOUrw5otCFDznYPiPEM8yvfQf9SJIaNRVWb2TKbBRmR9_8MfNBbQRITdWNX2PoEhDWVziaJTIgGGiFfLe0KOxVGhQZ_EH3awxJCPajFyNK7ZdC5hNyvg,CmRaAAAA59jfuePCggvt0HwPOofAIfjx03puoiaLG9uAd3cf1dybuaWgb2LOAKLL8rAsMyN0OlI3GObeSFpUoK9517NXjuRXSxLRgTzcFJX5w0zXfRkd19QN-sxNb4IW1yT9tPMxEhCcTS-sgTVGSF91hGht1mi3GhQ3Ch_JRsJrZiRqYfRbQjj9K_Vn7g,CmRaAAAArzOQDbpCQYQM3ahwfNmOF5_cTCNyLj6lg9G9Nnzj9EoBBI93hIafyuIEt8CePaTFQDDVt66qO8D0_M4bm99buskV0tY_Bts5ju1MaN3pupmLmfDFBoMZ0cP2lxOmhoKLEhDYBqkaSrcOErBOQQmtf6FqGhSPq2sEO-liM6QVBeWW5DSP5yMAcg,,,,,,,,,,
430,61510R,Coláiste Éamann Rís,https://cbscallan.ie/,Callan,Co Kilkenny,,,Kilkenny,R95VH50,567725340.0,principalcer@gmail.com,BR. S O BRAONAIN,N,Boys,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,,237,237,CmRaAAAAuLJ3ftp3L_bQUXBJwsLm9mgj2zX_czzsHkk4zNcSFwLx32QFFIGZt3sT75X1JHFNCO9yk3byikzu-wXSgmxfHjOkqhmYzu6xdUWvU8c2kM_2RHngKxImtUa1oGBoiic-EhDfGxmxf3sumVbSlYWxSNDPGhSSzP7nYvN0oQRIRp-Kk6Q-__GyfA,,,,,,,,,,,,,,,,,,,
431,61520U,St. Brigid's College,http://www.stbrigidscollege.com/,Callan,Co. Kilkenny,,,Kilkenny,R95EA02,567725189.0,info@stbrigidscollege.com,MISS MARY B O'KEEFFE,N,Girls,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,227,,227,,,,,,,,,,,,,,,,,,,,
432,61550G,Meánscoil na mBráithre Criostaí,www.cbskilkenny.ie ,Sráid Shéamais,Cill Channaigh,,,Kilkenny,R95H985,567721402.0,office@cbskilkenny.ie,MR. THOMAS CLARKE,N,Boys,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,,677,677,,,,,,,,,,,,,,,,,,,,
433,61560J,St Kieran's College,https://www.stkieranscollege.ie/college/,Secondary School,College Rd,Kilkenny,,Kilkenny,R95Y99T,567761707.0,school@stkieranscollege.ie,MR. JOHN J CURTIS,N,Boys,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,,765,765,,,,,,,,,,,,,,,,,,,,
434,61570M,Kilkenny College,http://www.kilkennycollege.ie/,Castlecomer Road,Kilkenny,,,Kilkenny,R95CF61,567761544.0,info@kilkennycollege.ie,MR. SIMON THOMPSON,N,Mixed,Mixed,No subjects taught through Irish,N,N,CHURCH OF IRELAND,Open,430,454,884,CmRaAAAA3J0rr5l842iYiLHAfo9u9l73HjSZomhg-d5QacrjpZCOKCZ-MwnlfFHxMdxvFTvXWacfArT2qtmSHxr2U-51qLiGchqX0_XO89vT488Us0G9J0rNYi1vaoaGH6DyPzwQEhCcDqtu_LE-z1Vg-lE-NPAAGhQCOLwqdzvGJe4whC-WCmjZCiFx-w,CmRaAAAANbrn8PWvbH5rhMHgeK7Qoz9nXeYteOrONZomGf_cu_fcNbhPM5fB4Dbc349lBG0l3G9vgM1_F9pEpkEpUK8LVIMjNUVL3dOLwp6K-cVKM9TB9Zzdp0N2Ms6DzEVsev-HEhDdmTVS3AIrhGiqqQWHTao3GhSn0iNLp5oz8BmA9zzvdIf2S_iZSA,,,,,,,,,,,,,,,,,,
435,61580P,Loreto Secondary School,https://www.loretokk.ie/,Granges Road,Kilkenny,,,Kilkenny,R95W2NV,567765132.0,office@loretokk.ie,MR. COLM KEHER,N,Girls,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,948,,948,CmRaAAAAO5d4d5XGHSFf_QTklmuhgc6OhSGU3FSomv9ZKG2iDgkqfLzhL1-MG5JketAz0FB35hVEdc5Q8mRjgw3wf3O0oUrq9f2y1SaRHOTnsYqFzwJOrjzuMkmW4wPh5D1XmQdTEhB8__EMEVbT5RlbQyUgbxNZGhQSoGu4-xMLhvq3lDim8LiAJxjPgA,CmRaAAAAokrnZfdvrSUABDPQ6OnBGYchIe5k9hPBBfHljAbDXl1QHLeThTGzTOrcq-DbWvFA694NizlK5gJUhVGUbrVHAUmv__yp2Nbj2uFqUrNLA5KZBcz392P6mgbSEo_GIzJFEhBd_UkI4s7NUTn37i6y6pc0GhTg2XTex9I_5QMu0AC_NtNV6oCoVQ,CmRaAAAADf9qoFwZZ6rv6HqHPcpJ23R6REaNzIxUeZDYX9MF4zxyeVnnz3WuNATvgSbiTxsQVK-VFSvuydjV8Tm3noGd1LQ3G_PVhdwajoqvHYI7ybgtCbonXSPYASUZf93Va95rEhArj2dk9lt6uo-l77Kr4uHjGhSlMZgUp_XZwE3xLZm1_noai5wIuQ,,,,,,,,,,,,,,,,,
436,61590S,Presentation Secondary School,http://www.preskilkenny.com/,Loughboy,Kilkenny,,,Kilkenny,R95RR90,567765684.0,acostelloe@preskilkenny.com,MR. SHANE HALLAHAN,N,Girls,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,749,,749,CmRaAAAA6oz8IWzJ-1B9njcWLNQ3zgOjWB-3dM5iI2gPcpjZOWLbRQyhP2yRtg-y1z6yNSg53j_oNR6UN7VBfjcetvFBLJ3renbgkRrtm2_NclC6tgvOZpFJef7o_tTn6_MPrXwwEhCtWDEWqlHnSbdTlzqocJA-GhSDoX8yZIrKoi39RVp5heu9sycdxg,CmRaAAAANj2zkzX5_Hf734tlZLoxFr2BTKCpwBNquN9qd3AhM5K2ySQ35t4ifP9uCGcQYC0F2f01HxbSFTSn-iO270mZGqeNVqrL7c93kpTPT64GPIelGWhIXMuuehy7RWEm5hr7EhB_hcbyokfICQ4sqciu1L9AGhSmThj1oqbynbUEmsLmmo2rLZBDRQ,CmRaAAAAFXDSvjWGpK9_UWdVZgZ6QrLF4LKgV-eFG1Bd4DqBXOZkf-1ohzufJz9v4eDY668uqx_Uaw18FuyIIT6MEIHjCnUywJMBikozmMmVkgMHnNMTbQv92ZnUSEEWsL7DD42iEhDgmQgHiPeWboSdJpIJH1P-GhSkBnYmotwyFS3zpI7vLk90EbP_vg,CmRaAAAA65atNS_SdLweSSQEv8ZIevTg7agmH9dNaNJDcSEWwlUFzvPpEB_06erZiJdK-YMisDzMAsi45Ylv57HJMyogGartf_Uk9DLVtppGDArq78emnHqyP2c5dUduWQDDiUHIEhA8TV3Lxotfoj3-MoOOaDqFGhQitC0Nz445PCzK_FsjCHV50ic3RQ,CmRaAAAACVFUzNhvO8j4H0qcTsoTrhFz7LWK-7O3gQJtRcCFfiDTAmSaZ2LQ103zgXOOgfPN_ZRTWPgnTesM27UfOAUcRk-h1nuO7Q6nmE8Qs7nGpSpItwzqq0dsAOH69aXkt3IXEhClnagPlk6JC8Vx9kC8-ytQGhSW_wXizhe3TbU6RnvUHSkrDQpMGQ,CmRaAAAAeyDismmNSE-cUZJttHPkLZ2DWw5s-kwPtBYwNsS5Tju1o7BDqDhIRgp3jgiYsyfaZQ8uCuZKXiGSAHXB8XthPx_LBlddvsoh9uTt2-bFdT2CPkklor_F83H7nzhclMyqEhDxRO-ZaPsvLYr0Qste_I9XGhRy3SIAMTxFKYBv9BG_CZKTCd31Ng,CmRaAAAAvJd5zIRA1sxRYmnICsVxNwV6gW2uVht9DiaPAOtDqF-axTgdxdahG5PEanunm1otg9c_yCKKhdSVXgP-am41bpe9Ajs5cxSPRAEfvBwzyVyC1vn5WQg-liODvSdmRBa-EhCdkq-_bTSnh5-9qyhqA4etGhSp8Tkp5SlzfLALrgtPPLiVxKPABg,CmRaAAAA_OU9IbsGlET17yTfm5ypUgYcJ56ePNNqqovXoFZRJ1Ekv8G8QflaSbcY1Fuvj3hFVirryBAymiqtFKvxkfAFw6gHTVR9l_28WHKBhFFeAN68yvIxq4pr2o29ZyaTvMEYEhDLatbtiLBGwyD9UFh6_P3EGhSxAD5o1sXk3noFiauLL-P6tczVlg,CmRaAAAAwR9K6htYHz4A2Ovnceg4Ri96qJCvTlyMbmaufU-dtk_xXsiKJDSYvI83Yfns5ETMLmiUVFK1TsUElia73p1ekjFRg3ISF76zTXRRPCMtELQPqVeawJrA1D_xkTnAhE_TEhDhoT-S48jIZewH3pEaWzCbGhQX7S9aYmDRUjvWEWYRZU9feYHIog,CmRaAAAAQ3k8g2BXxkNI7K89I5HbNM3fDNW6TLzswWpab2cHWWOGRC7LpvnLfF3FvsIBYlc6hHKI5VXlfGfDiqJXv4Wj7Ka68hE89Yj0UlnLAAfIq1BxibCx6O_RcxoCtytKoZb9EhBvWNmBO6fADte3bthVp7P3GhRFVMTH-TYA2VhWdimbLhmvmH9ORg,,,,,,,,,,
